material,A_Z,A_r_s,A_r_val,A_r_s_1,A_r_val_1,A_eps_H,A_eps_L,A_EA,A_IP,A_EN,n_A,n_B,B_Z,B_r_s,B_r_val,B_r_s_1,B_r_val_1,B_eps_H,B_eps_L,B_EA,B_IP,B_EN
Na2RuBiO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,63.5,1.23275,0.9738499999999999,1.17585,0.94285,-4.075499917802375,-4.075499917802375,-1.156573676642771,7.800483442704125,3.321954883030675
Na2RhPdO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,45.5,1.4269,0.5968,1.3014000000000001,0.5893,-3.806724923223225,-3.4444699305294453,-0.500045189953435,8.72091147409949,4.11043314207303
Na2RhAgO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,46.0,1.38165,0.9650000000000001,1.28295,0.9237500000000001,-3.94776992037853,-3.94776992037853,-0.8660650325645856,8.126926136057165,3.63043055174629
Na2RhCdO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,46.5,1.3390499999999999,0.9223999999999999,1.2497,0.8905000000000001,-4.593289907359215,-2.159564956444336,0.46639979056111946,8.848154071539934,4.6572769310505295
Na2RhSnO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,47.5,1.25605,0.9834499999999999,1.18375,0.9417500000000001,-3.56019492819542,-3.56019492819542,-0.5872652381689041,7.627499296157305,3.5201170289942
Na2RhSbO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,48.0,1.22475,0.9257500000000001,1.15555,0.8926000000000001,-4.15186991626209,-4.15186991626209,-1.0159105295471407,8.3583330813975,3.67121127592518
Na2RhHfO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,58.5,1.4913,0.7543,1.3863,0.7327,-3.04862993851303,-3.04862993851303,0.202096495898975,7.47271374927234,3.83740512258566
Na2RhTaO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,59.0,1.4556,0.7251000000000001,1.34935,0.7084,-3.5288849288269,-3.5288849288269,-0.1320017473110725,8.07121183717953,3.96960504493423
Na2RhWO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,59.5,1.42575,0.70185,1.3288000000000002,0.69095,-3.9906049195146,-3.9906049195146,-0.47915644042808603,8.59751047649513,4.05917701803352
Na2RhReO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,60.0,1.39995,0.68235,1.3138,0.6761,-4.44408991036839,-4.44408991036839,-0.7975383339189155,8.830118271950994,4.01628996901604
Na2RhOsO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,60.5,1.3795000000000002,0.66605,1.29975,0.6614500000000001,-4.77805990363264,-4.77805990363264,-1.1952296259996205,8.769507923058384,3.7871391485293797
Na2RhIrO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,61.0,1.3686500000000001,0.6534,1.2807,0.64695,-4.6348649065207,-4.6348649065207,-1.3961516718789904,8.738534123743069,3.6711912259320396
Na2RhPtO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,61.5,1.35745,0.64175,1.2636,0.63455,-4.47882490966783,-4.47882490966783,-1.3728785223375555,8.866144571143096,3.7466330244027697
Na2RhAuO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,62.0,1.33445,0.9178,1.2471,0.8878999999999999,-4.64836990624832,-4.64836990624832,-1.4363473210971107,8.920235870108414,3.74194427450565
Na2RhHgO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,62.5,1.3051,0.88845,1.22145,0.86225,-5.18588989540723,-2.1139249573648367,0.5584540887679895,9.585820756622965,5.07213742269548
Na2RhTlO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,63.0,1.2718,1.0745,1.2014,1.00685,-2.838494942751185,-2.838494942751185,-0.0168306496510765,6.74631911390411,3.3647442321265197
Na2RhPbO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,63.5,1.24295,1.0079,1.1753,0.9624999999999999,-3.45255993036628,-3.45255993036628,-0.5055533898453305,7.475563899268105,3.485005254711385
Na2RhBiO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,64.0,1.21805,0.95665,1.1523,0.9256500000000001,-4.01946991893243,-4.01946991893243,-0.9687087304782805,8.153402785545499,3.59234702753361
Na2PdAgO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,46.5,1.3623,0.94885,1.2614999999999998,0.9086000000000001,-4.237444914536155,-3.875189921842375,-0.8160367335616896,8.468667979199225,3.82631562281877
Na2PdCdO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,47.0,1.3197,0.90625,1.22825,0.8753500000000001,-4.88296490151684,-2.086984957908181,0.5164280895640154,9.189895914681994,4.85316200212301
Na2PdSnO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,48.0,1.2367,0.9673,1.1623,0.9266000000000001,-3.8498699223530455,-3.487614929659265,-0.537236939166008,7.969241139299365,3.71600210006668
Na2PdSbO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,48.5,1.2054,0.9096,1.1340999999999999,0.8774500000000001,-4.441544910419715,-4.079289917725935,-0.9658822305442445,8.70007492453956,3.86709634699766
Na2PdHfO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,59.0,1.47195,0.73815,1.3648500000000001,0.71755,-3.3383049326706553,-2.9760499399768747,0.252124794901871,7.8144555924144,4.03329019365814
Na2PdTaO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,59.5,1.43625,0.70895,1.3279,0.69325,-3.818559922984525,-3.456304930290745,-0.08197344830817649,8.41295368032159,4.16549011600671
Na2PdWO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,60.0,1.4064,0.6857,1.30735,0.6758,-4.280279913672225,-3.918024920978445,-0.42912814142518996,8.93925231963719,4.255062089106
Na2PdReO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,60.5,1.3806,0.6662,1.2923499999999999,0.66095,-4.733764904526016,-4.371509911832235,-0.7475100349160195,9.171860115093054,4.21217504008852
Na2PdOsO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,61.0,1.36015,0.6498999999999999,1.2783,0.6463000000000001,-5.067734897790265,-4.705479905096485,-1.1452013269967245,9.111249766200444,3.98302421960186
Na2PdIrO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,61.5,1.3493,0.63725,1.25925,0.6318,-4.924539900678325,-4.5622849079845444,-1.3461233728760944,9.080275966885129,3.86707629700452
Na2PdPtO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,62.0,1.3381,0.6255999999999999,1.24215,0.6194,-4.768499903825456,-4.406244911131675,-1.3228502233346595,9.207886414285156,3.94251809547525
Na2PdAuO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,62.5,1.3151000000000002,0.9016500000000001,1.22565,0.8727499999999999,-4.938044900405945,-4.575789907712165,-1.3863190220942145,9.261977713250474,3.9378293455781304
Na2PdHgO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,63.0,1.2857500000000002,0.8723000000000001,1.2,0.8471,-5.475564889564855,-2.0413449588286814,0.6084823877708856,9.927562599765025,5.26802249376796
Na2PdTlO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,63.5,1.25245,1.05835,1.1799499999999998,0.9917,-3.12816993690881,-2.76591494421503,0.033197649351819514,7.08806095704617,3.560629303199
Na2PdPbO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,64.0,1.2236,0.9917499999999999,1.1538499999999998,0.9473499999999999,-3.7422349245239053,-3.3799799318301247,-0.45552509084243453,7.817305742410165,3.6808903257838654
Na2PdBiO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,64.5,1.1987,0.9404999999999999,1.13085,0.9105000000000001,-4.309144913090055,-3.946889920396275,-0.9186804314753845,8.495144628687559,3.7882320986060902
Na2AgCdO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,47.5,1.2744499999999999,1.2744499999999999,1.2098,1.2098,-5.024009898672145,-2.590284947757266,0.15040824695286492,8.595910576639671,4.373159411796269
Na2AgSnO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,48.5,1.1914500000000001,1.3355000000000001,1.14385,1.26105,-3.9909149195083504,-3.9909149195083504,-0.9032567817771586,7.37525580125704,3.2359995097399397
Na2AgSbO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,49.0,1.16015,1.2778,1.11565,1.2119,-4.58258990757502,-4.58258990757502,-1.331902073155395,8.106089586497234,3.38709375667092
Na2AgHfO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,59.5,1.4267,1.10635,1.3464,1.052,-3.4793499298259603,-3.4793499298259603,-0.11389504770927955,7.220470254372075,3.5532876033314
Na2AgTaO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,60.0,1.391,1.07715,1.30945,1.0277,-3.95960492013983,-3.95960492013983,-0.44799329091932705,7.818968342279264,3.68548752567997
Na2AgWO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,60.5,1.36115,1.0539,1.2889,1.01025,-4.42132491082753,-4.42132491082753,-0.7951479840363406,8.345266981594865,3.77505949877926
Na2AgReO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,61.0,1.33535,1.0344,1.2739,0.9954000000000001,-4.874809901681321,-4.874809901681321,-1.11352987752717,8.57787477705073,3.73217244976178
Na2AgOsO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,61.5,1.3149000000000002,1.0181,1.2598500000000001,0.98075,-5.20877989494557,-5.20877989494557,-1.511221169607875,8.51726442815812,3.50302162927512
Na2AgIrO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,62.0,1.3040500000000002,1.00545,1.2408000000000001,0.96625,-5.06558489783363,-5.06558489783363,-1.7121432154872451,8.486290628842806,3.38707370667778
Na2AgPtO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,62.5,1.29285,0.9938,1.2237,0.95385,-4.909544900980761,-4.909544900980761,-1.6888700659458102,8.61390107624283,3.46251550514851
Na2AgAuO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,63.0,1.26985,1.26985,1.2071999999999998,1.2071999999999998,-5.07908989756125,-5.07908989756125,-1.752338864705365,8.66799237520815,3.45782675525139
Na2AgHgO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,63.5,1.2405,1.2405,1.18155,1.18155,-5.61660988672016,-2.5446449486777665,0.24246254515973498,9.3335772617227,4.78801990344122
Na2AgTlO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,64.0,1.2072,1.42655,1.1615,1.32615,-3.269214934064115,-3.269214934064115,-0.33282219325933105,6.494075619003845,3.08062671287226
Na2AgPbO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,64.5,1.17835,1.35995,1.1354,1.2818,-3.88327992167921,-3.88327992167921,-0.821544933453585,7.22332040436784,3.2008877354571252
Na2AgBiO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,65.0,1.15345,1.3087,1.1124,1.24495,-4.45018991024536,-4.45018991024536,-1.2847002740865352,7.901159290645235,3.30822950827935
Na2CdSnO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,49.0,1.14885,1.2929,1.1106,1.2278,-4.636434906489035,-2.2027099555741563,0.42920804134854645,8.09648373673981,4.26284588904418
Na2CdSbO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,49.5,1.11755,1.2351999999999999,1.0824,1.17865,-5.228109894555705,-2.794384943640826,0.000562749970309917,8.827317521980005,4.41394013597516
Na2CdHfO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,60.0,1.3841,1.06375,1.31315,1.01875,-4.124869916806645,-1.6911449658917659,1.2185697754164255,7.941698189854845,4.5801339826356395
Na2CdTaO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,60.5,1.3483999999999998,1.0345499999999999,1.2762,0.9944500000000001,-4.605124907120515,-2.171399956205636,0.884471532206378,8.540196277762035,4.7123339049842095
Na2CdWO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,61.0,1.31855,1.0112999999999999,1.2556500000000002,0.977,-5.066844897808215,-2.633119946893336,0.5373168390893645,9.066494917077634,4.8019058780835
Na2CdReO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,61.5,1.2927499999999998,0.9918,1.24065,0.9621500000000001,-5.520329888662005,-3.086604937747126,0.218934945598535,9.2991027125335,4.7590188290660205
Na2CdOsO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,62.0,1.2723,0.9754999999999999,1.2266,0.9475,-5.854299881926255,-3.4205749310113758,-0.17875634648216998,9.23849236364089,4.52986800857936
Na2CdIrO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,62.5,1.26145,0.96285,1.20755,0.933,-5.711104884814315,-3.277379933899436,-0.37967839236154,9.207518564325575,4.41392008598202
Na2CdPtO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,63.0,1.2502499999999999,0.9511999999999999,1.19045,0.9206,-5.555064887961445,-3.121339937046566,-0.3564052428201051,9.3351290117256,4.48936188445275
Na2CdAuO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,63.5,1.22725,1.22725,1.17395,1.17395,-5.724609884541935,-3.290884933627056,-0.41987404157966013,9.38922031069092,4.48467313455563
Na2CdHgO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,64.0,1.1979,1.1979,1.1482999999999999,1.1482999999999999,-6.262129873700845,-0.7564399847435725,1.57492736828544,10.054805197205472,5.814866282745459
Na2CdTlO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,64.5,1.1646,1.38395,1.12825,1.2929,-3.9147349210447997,-1.4810099701299209,0.999642629866374,7.215303554486615,4.1074730921765
Na2CdPbO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,65.0,1.1357499999999998,1.3173499999999998,1.10215,1.2485499999999998,-4.528799908659895,-2.095074957745016,0.51091988967212,7.94454833985061,4.227734114761365
Na2CdBiO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,65.5,1.11085,1.2660999999999998,1.07915,1.2117,-5.095709897226045,-2.661984946311166,0.047764549039169935,8.622387226128005,4.3350758875835895
Na2SnSbO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,50.5,1.0345499999999999,1.2962500000000001,1.01645,1.2299,-4.19501491539191,-4.19501491539191,-1.0531022787597135,7.606662746597374,3.2767802339188297
Na2SnHfO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,61.0,1.3011,1.1248,1.2472,1.07,-3.09177493764285,-3.09177493764285,0.16490474668640198,6.721043414472215,3.44297408057931
Na2SnTaO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,61.5,1.2654,1.0956000000000001,1.21025,1.0457,-3.57202992795672,-3.57202992795672,-0.16919349652364551,7.319541502379405,3.57517400292788
Na2SnWO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,62.0,1.23555,1.07235,1.1897000000000002,1.0282499999999999,-4.03374991864442,-4.03374991864442,-0.516348189640659,7.845840141695005,3.66474597602717
Na2SnReO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,62.5,1.20975,1.05285,1.1747,1.0134,-4.48723490949821,-4.48723490949821,-0.8347300831314886,8.07844793715087,3.62185892700969
Na2SnOsO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,63.0,1.1893,1.03655,1.16065,0.99875,-4.82120490276246,-4.82120490276246,-1.2324213752121935,8.01783758825826,3.3927081065230302
Na2SnIrO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,63.5,1.17845,1.0239,1.1416,0.9842500000000001,-4.67800990565052,-4.67800990565052,-1.4333434210915634,7.986863788942944,3.27676018392569
Na2SnPtO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,64.0,1.1672500000000001,1.0122499999999999,1.1245,0.97185,-4.52196990879765,-4.52196990879765,-1.4100702715501285,8.11447423634297,3.35220198239642
Na2SnAuO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,64.5,1.14425,1.2883,1.108,1.2252,-4.69151490537814,-4.69151490537814,-1.4735390703096836,8.16856553530829,3.3475132324993
Na2SnHgO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,65.0,1.1149,1.25895,1.08235,1.19955,-5.22903489453705,-2.1570699564946567,0.5212623395554166,8.83415042182284,4.67770638068913
Na2SnTlO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,65.5,1.0816,1.4449999999999998,1.0623,1.34415,-2.881639941881005,-2.881639941881005,-0.05402239886364951,5.994648779103985,2.9703131901201703
Na2SnPbO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,66.0,1.05275,1.3784,1.0362,1.2997999999999998,-3.4957049294961,-3.4957049294961,-0.5427451390579036,6.72389356446798,3.090574212705035
Na2SnBiO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,66.5,1.02785,1.32715,1.0132,1.26295,-4.06261491806225,-4.06261491806225,-1.0059004796908535,7.401732450745374,3.19791598552726
Na2SbHfO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,61.5,1.2698,1.0671,1.219,1.02085,-3.68344992570952,-3.68344992570952,-0.26374054469183456,7.45187719971241,3.59406832751029
Na2SbTaO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,62.0,1.2341,1.0379,1.18205,0.99655,-4.16370491602339,-4.16370491602339,-0.597838787901882,8.0503752876196,3.72626824985886
Na2SbWO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,62.5,1.20425,1.01465,1.1615,0.9791,-4.62542490671109,-4.62542490671109,-0.9449934810188956,8.5766739269352,3.81584022295815
Na2SbReO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,63.0,1.17845,0.99515,1.1465,0.96425,-5.0789098975648805,-5.0789098975648805,-1.263375374509725,8.809281722391065,3.77295317394067
Na2SbOsO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,63.5,1.158,0.97885,1.13245,0.9496,-5.41287989082913,-5.41287989082913,-1.66106666659043,8.748671373498453,3.54380235345401
Na2SbIrO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,64.0,1.14715,0.9662,1.1134,0.9351,-5.26968489371719,-5.26968489371719,-1.8619887124698,8.71769757418314,3.42785443085667
Na2SbPtO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,64.5,1.13595,0.95455,1.0963,0.9227,-5.11364489686432,-5.11364489686432,-1.8387155629283651,8.845308021583165,3.5032962293274
Na2SbAuO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,65.0,1.11295,1.2306,1.0797999999999999,1.17605,-5.28318989344481,-5.28318989344481,-1.9021843616879202,8.899399320548484,3.49860747943028
Na2SbHgO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,65.5,1.0836000000000001,1.20125,1.05415,1.1503999999999999,-5.82070988260372,-2.7487449445613263,0.09261704817717997,9.564984207063034,4.82880062762011
Na2SbTlO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,66.0,1.0503,1.3873,1.0341,1.295,-3.4733149299476747,-3.4733149299476747,-0.48266769024188605,6.72548256434418,3.12140743705115
Na2SbPbO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,66.5,1.02145,1.3207,1.008,1.2506499999999998,-4.08737991756277,-4.08737991756277,-0.97139043043614,7.4547273497081745,3.2416684596360152
Na2SbBiO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,67.0,0.99655,1.26945,0.985,1.2138,-4.65428990612892,-4.65428990612892,-1.43454577106909,8.13256623598557,3.34901023245824
NaHfO3,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,72.0,1.53635,0.89565,1.44975,0.86095,-2.58020994796046,-2.58020994796046,0.954266480754281,6.56625786758725,3.76026217417077
Na2HfTaO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,72.5,1.50065,0.8664499999999999,1.4128,0.83665,-3.06046493827433,-3.06046493827433,0.6201682375442334,7.16475595549444,3.89246209651934
Na2HfWO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,73.0,1.4708,0.8432,1.3922500000000002,0.8191999999999999,-3.52218492896203,-3.52218492896203,0.27301354442722003,7.69105459481004,3.9820340696186296
Na2HfReO6,11,1.77645,1.77645,0.32175,0.28665,-2.63177994692036,-2.63177994692036,-0.395733760018869,5.0091128459727,2.30668954297691,1,5,73.5,1.445,0.8237,1.37725,0.80435,-3.97566991981582,-3.97566991981582,-0.04536834906360948,7.923662390265905,3.9391470206011503
