material,bulk_modulus,A_r_s,A_r_val,A_r_s_1,A_r_val_1,A_Z,A_eps_H,A_eps_L,A_EA,A_IP,A_EN,n_A,n_B,B_r_s,B_r_val,B_r_s_1,B_r_val_1,B_Z,B_eps_H,B_eps_L,B_EA,B_IP,B_EN
CeGeO3,0.90294838288,2.02455,0.38005,1.91885,0.38135,58,-2.45318997978877,-2.45318997978877,0.623611494833801,5.77251755234996,3.19806452359188,3,3,0.92235,1.17105,0.90585,1.09295,32,-3.8244499684913,-3.8244499684913,-0.570452135301915,7.44894692860485,3.43924739665147
CeMnO3,1.4713249693,2.02455,0.38005,1.91885,0.38135,58,-2.45318997978877,-2.45318997978877,0.623611494833801,5.77251755234996,3.19806452359188,3,3,1.36815,0.40825,1.30255,0.40875,25,-4.37895996392283,-4.37895996392283,-0.575037685258773,7.39822451904905,3.41159341689514
CeMoO3,1.36216816506,2.02455,0.38005,1.91885,0.38135,58,-2.45318997978877,-2.45318997978877,0.623611494833801,5.77251755234996,3.19806452359188,3,3,1.53775,0.72745,1.46475,0.72195,42,-4.27918996474481,-4.27918996474481,-1.14474589052513,7.00728034230322,2.93126722588905
CeNbO3,1.27800540353,2.02455,0.38005,1.91885,0.38135,58,-2.45318997978877,-2.45318997978877,0.623611494833801,5.77251755234996,3.19806452359188,3,3,1.57595,0.77355,1.52635,0.77375,41,-4.58042996226296,-4.58042996226296,-0.660734894550011,7.16521534098014,3.25224022321507
CeNiO3,1.3581807938,2.02455,0.38005,1.91885,0.38135,58,-2.45318997978877,-2.45318997978877,0.623611494833801,5.77251755234996,3.19806452359188,3,3,1.25315,0.33775,1.14775,0.33945,28,-4.41903996359262,-4.41903996359262,-1.06489142121737,7.8785395951004,3.40682408694151
CePbO3,0.738236544857,2.02455,0.38005,1.91885,0.38135,58,-2.45318997978877,-2.45318997978877,0.623611494833801,5.77251755234996,3.19806452359188,3,3,1.03965,1.40285,1.02775,1.32055,82,-3.38806997208652,-3.38806997208652,-0.461033296234442,6.57195824598203,3.05546247487379
CePdO3,1.18387994204,2.02455,0.38005,1.91885,0.38135,58,-2.45318997978877,-2.45318997978877,0.623611494833801,5.77251755234996,3.19806452359188,3,3,1.40755,0.58065,1.27995,0.57415,46,-4.09639996625077,-3.37188997221983,-0.450016896319226,9.06265342535871,4.30631826451974
CePtO3,1.18194423071,2.02455,0.38005,1.91885,0.38135,58,-2.45318997978877,-2.45318997978877,0.623611494833801,5.77251755234996,3.19806452359188,3,3,1.26865,0.67055,1.20435,0.66465,78,-5.44059995517624,-5.44059995517624,-2.19568358191321,9.35311962291117,3.57871802049898
CeRhO3,1.28708075782,2.02455,0.38005,1.91885,0.38135,58,-2.45318997978877,-2.45318997978877,0.623611494833801,5.77251755234996,3.19806452359188,3,3,1.44625,0.61295,1.32285,0.60445,45,-3.51704997102389,-3.51704997102389,-0.55007349551869,8.37916973092065,3.91454811770098
CeRuO3,1.37259999088,2.02455,0.38005,1.91885,0.38135,58,-2.45318997978877,-2.45318997978877,0.623611494833801,5.77251755234996,3.19806452359188,3,3,1.47565,0.64735,1.36995,0.63885,44,-3.62910997010066,-3.62910997010066,-0.925803392330116,7.67333103681727,3.37376382224358
CeSbO3,0.72119937594,2.02455,0.38005,1.91885,0.38135,58,-2.45318997978877,-2.45318997978877,0.623611494833801,5.77251755234996,3.19806452359188,3,3,1.00325,1.23855,0.98825,1.18075,51,-4.78668996056364,-4.78668996056364,-1.48174758781515,8.33749663130363,3.42787452174424
CeSnO3,0.878131393236,2.02455,0.38005,1.91885,0.38135,58,-2.45318997978877,-2.45318997978877,0.623611494833801,5.77251755234996,3.19806452359188,3,3,1.06585,1.35395,1.04465,1.27905,50,-3.60333997031297,-3.60333997031297,-0.624456994831229,6.87582904338559,3.12568602427718
CeTaO3,1.34454323101,2.02455,0.38005,1.91885,0.38135,58,-2.45318997978877,-2.45318997978877,0.623611494833801,5.77251755234996,3.19806452359188,3,3,1.46495,0.83725,1.37585,0.81235,73,-3.54071997082888,-3.54071997082888,0.286069997746992,7.763254136017,4.024662066882
CeTcO3,1.35462670543,2.02455,0.38005,1.91885,0.38135,58,-2.45318997978877,-2.45318997978877,0.623611494833801,5.77251755234996,3.19806452359188,3,3,1.50655,0.68555,1.40795,0.67865,43,-3.95103996744835,-3.95103996744835,-1.20091209010799,7.17916824087351,2.98912807538276
CeTiO3,1.26100517584,2.02455,0.38005,1.91885,0.38135,58,-2.45318997978877,-2.45318997978877,0.623611494833801,5.77251755234996,3.19806452359188,3,3,1.54605,0.51945,1.46925,0.51995,22,-4.13788996590894,-4.13788996590894,0.416301036565948,7.12072002133592,3.76851052895093
CeVO3,1.35827604825,2.02455,0.38005,1.91885,0.38135,58,-2.45318997978877,-2.45318997978877,0.623611494833801,5.77251755234996,3.19806452359188,3,3,1.47915,0.47555,1.40435,0.47775,23,-4.42466996354623,-4.42466996354623,-0.105595059134819,7.21880600052479,3.55660547069498
CeWO3,1.4185122873,2.02455,0.38005,1.91885,0.38135,58,-2.45318997978877,-2.45318997978877,0.623611494833801,5.77251755234996,3.19806452359188,3,3,1.40525,0.79075,1.33475,0.77745,74,-4.46415996322088,-4.46415996322088,-0.408239396770123,8.81585142720564,4.20380601521776
CeZnO3,1.16401531981,2.02455,0.38005,1.91885,0.38135,58,-2.45318997978877,-2.45318997978877,0.623611494833801,5.77251755234996,3.19806452359188,3,3,1.10495,1.10495,1.05065,1.05065,30,-5.9780399507484,-0.698699994243583,1.59776491684157,9.94132284809543,5.7695438824685
CeZrO3,1.10967476045,2.02455,0.38005,1.91885,0.38135,58,-2.45318997978877,-2.45318997978877,0.623611494833801,5.77251755234996,3.19806452359188,3,3,1.66825,0.84555,1.57665,0.82885,40,-3.45485997153626,-3.45485997153626,0.209905868274849,7.1079966614469,3.65895126486087
CsAgO3,0.60170951336,2.53205,2.53205,0.81755,0.94165,55,-1.99323998357819,-1.99323998357819,-0.284236097675595,3.77465536885224,1.74520963558832,1,5,1.31705,1.31705,1.24305,1.24305,47,-4.3784899639267,-4.3784899639267,-1.18205659027474,7.87468273510161,3.34631307241344
CsAlO3,0.701451238805,2.53205,2.53205,0.81755,0.94165,55,-1.99323998357819,-1.99323998357819,-0.284236097675595,3.77465536885224,1.74520963558832,1,5,1.10775,1.39955,1.05735,1.24815,13,-2.5456999790266,-2.5456999790266,0.341120609189343,5.7268123878179,3.03396649850362
CsBiO3,0.426501936869,2.53205,2.53205,0.81755,0.94165,55,-1.99323998357819,-1.99323998357819,-0.284236097675595,3.77465536885224,1.74520963558832,1,5,0.98985,1.30035,0.98175,1.24685,83,-4.52188996274526,-4.52188996274526,-1.3873439885512,7.92763603471,3.2701460230794
CsCdO3,0.373885013058,2.53205,2.53205,0.81755,0.94165,55,-1.99323998357819,-1.99323998357819,-0.284236097675595,3.77465536885224,1.74520963558832,1,5,1.23185,1.23185,1.17655,1.17655,48,-5.66952995329014,-0.80207999339186,1.4828730877692,9.3171386232756,5.4000058555224
CsCoO3,0.829271473019,2.53205,2.53205,0.81755,0.94165,55,-1.99323998357819,-1.99323998357819,-0.284236097675595,3.77465536885224,1.74520963558832,1,5,1.29155,0.35895,1.19155,0.36135,27,-4.41284996364361,-4.41284996364361,-1.07005130118966,7.65850740690399,3.29422805285716
CsCrO3,1.08162825807,2.53205,2.53205,0.81755,0.94165,55,-1.99323998357819,-1.99323998357819,-0.284236097675595,3.77465536885224,1.74520963558832,1,5,1.42455,0.43935,1.34675,0.44105,24,-4.42488996354442,-4.42488996354442,-0.503656315849902,7.30853834978004,3.40244101696507
CsCuO3,0.685267621889,2.53205,2.53205,0.81755,0.94165,55,-1.99323998357819,-1.99323998357819,-0.284236097675595,3.77465536885224,1.74520963558832,1,5,1.19885,1.19885,1.12835,1.12835,29,-4.5753399623049,-4.5753399623049,-1.23469135982637,8.33297712134612,3.54914288075987
CsFeO3,0.967311499995,2.53205,2.53205,0.81755,0.94165,55,-1.99323998357819,-1.99323998357819,-0.284236097675595,3.77465536885224,1.74520963558832,1,5,1.33295,0.38215,1.23965,0.38635,26,-4.40060996374446,-4.40060996374446,-0.997517531789624,7.47176953842758,3.23712600331898
CsGaO3,0.620347658125,2.53205,2.53205,0.81755,0.94165,55,-1.99323998357819,-1.99323998357819,-0.284236097675595,3.77465536885224,1.74520963558832,1,5,1.00335,1.33975,0.97045,1.20865,31,-2.42898997998815,-2.42898997998815,0.450211216292945,5.67270237326794,3.06145679478044
CsGeO3,0.764008117302,2.53205,2.53205,0.81755,0.94165,55,-1.99323998357819,-1.99323998357819,-0.284236097675595,3.77465536885224,1.74520963558832,1,5,0.92235,1.17105,0.90585,1.09295,32,-3.8244499684913,-3.8244499684913,-0.570452135301915,7.44894692860485,3.43924739665147
CsMnO3,1.05460276971,2.53205,2.53205,0.81755,0.94165,55,-1.99323998357819,-1.99323998357819,-0.284236097675595,3.77465536885224,1.74520963558832,1,5,1.36815,0.40825,1.30255,0.40875,25,-4.37895996392283,-4.37895996392283,-0.575037685258773,7.39822451904905,3.41159341689514
CsMoO3,1.19136185317,2.53205,2.53205,0.81755,0.94165,55,-1.99323998357819,-1.99323998357819,-0.284236097675595,3.77465536885224,1.74520963558832,1,5,1.53775,0.72745,1.46475,0.72195,42,-4.27918996474481,-4.27918996474481,-1.14474589052513,7.00728034230322,2.93126722588905
CsNbO3,1.13020255981,2.53205,2.53205,0.81755,0.94165,55,-1.99323998357819,-1.99323998357819,-0.284236097675595,3.77465536885224,1.74520963558832,1,5,1.57595,0.77355,1.52635,0.77375,41,-4.58042996226296,-4.58042996226296,-0.660734894550011,7.16521534098014,3.25224022321507
CsNiO3,0.833467481106,2.53205,2.53205,0.81755,0.94165,55,-1.99323998357819,-1.99323998357819,-0.284236097675595,3.77465536885224,1.74520963558832,1,5,1.25315,0.33775,1.14775,0.33945,28,-4.41903996359262,-4.41903996359262,-1.06489142121737,7.8785395951004,3.40682408694151
CsPbO3,0.496946559973,2.53205,2.53205,0.81755,0.94165,55,-1.99323998357819,-1.99323998357819,-0.284236097675595,3.77465536885224,1.74520963558832,1,5,1.03965,1.40285,1.02775,1.32055,82,-3.38806997208652,-3.38806997208652,-0.461033296234442,6.57195824598203,3.05546247487379
CsPdO3,0.780637260462,2.53205,2.53205,0.81755,0.94165,55,-1.99323998357819,-1.99323998357819,-0.284236097675595,3.77465536885224,1.74520963558832,1,5,1.40755,0.58065,1.27995,0.57415,46,-4.09639996625077,-3.37188997221983,-0.450016896319226,9.06265342535871,4.30631826451974
CsPtO3,0.932815652833,2.53205,2.53205,0.81755,0.94165,55,-1.99323998357819,-1.99323998357819,-0.284236097675595,3.77465536885224,1.74520963558832,1,5,1.26865,0.67055,1.20435,0.66465,78,-5.44059995517624,-5.44059995517624,-2.19568358191321,9.35311962291117,3.57871802049898
CsRhO3,0.847089446429,2.53205,2.53205,0.81755,0.94165,55,-1.99323998357819,-1.99323998357819,-0.284236097675595,3.77465536885224,1.74520963558832,1,5,1.44625,0.61295,1.32285,0.60445,45,-3.51704997102389,-3.51704997102389,-0.55007349551869,8.37916973092065,3.91454811770098
CsRuO3,1.09600461509,2.53205,2.53205,0.81755,0.94165,55,-1.99323998357819,-1.99323998357819,-0.284236097675595,3.77465536885224,1.74520963558832,1,5,1.47565,0.64735,1.36995,0.63885,44,-3.62910997010066,-3.62910997010066,-0.925803392330116,7.67333103681727,3.37376382224358
CsSbO3,0.796321786909,2.53205,2.53205,0.81755,0.94165,55,-1.99323998357819,-1.99323998357819,-0.284236097675595,3.77465536885224,1.74520963558832,1,5,1.00325,1.23855,0.98825,1.18075,51,-4.78668996056364,-4.78668996056364,-1.48174758781515,8.33749663130363,3.42787452174424
CsSnO3,0.678364081128,2.53205,2.53205,0.81755,0.94165,55,-1.99323998357819,-1.99323998357819,-0.284236097675595,3.77465536885224,1.74520963558832,1,5,1.06585,1.35395,1.04465,1.27905,50,-3.60333997031297,-3.60333997031297,-0.624456994831229,6.87582904338559,3.12568602427718
CsTaO3,1.19929789144,2.53205,2.53205,0.81755,0.94165,55,-1.99323998357819,-1.99323998357819,-0.284236097675595,3.77465536885224,1.74520963558832,1,5,1.46495,0.83725,1.37585,0.81235,73,-3.54071997082888,-3.54071997082888,0.286069997746992,7.763254136017,4.024662066882
CsTcO3,1.18308675435,2.53205,2.53205,0.81755,0.94165,55,-1.99323998357819,-1.99323998357819,-0.284236097675595,3.77465536885224,1.74520963558832,1,5,1.50655,0.68555,1.40795,0.67865,43,-3.95103996744835,-3.95103996744835,-1.20091209010799,7.17916824087351,2.98912807538276
CsTiO3,0.863897654642,2.53205,2.53205,0.81755,0.94165,55,-1.99323998357819,-1.99323998357819,-0.284236097675595,3.77465536885224,1.74520963558832,1,5,1.54605,0.51945,1.46925,0.51995,22,-4.13788996590894,-4.13788996590894,0.416301036565948,7.12072002133592,3.76851052895093
CsVO3,1.06292932437,2.53205,2.53205,0.81755,0.94165,55,-1.99323998357819,-1.99323998357819,-0.284236097675595,3.77465536885224,1.74520963558832,1,5,1.47915,0.47555,1.40435,0.47775,23,-4.42466996354623,-4.42466996354623,-0.105595059134819,7.21880600052479,3.55660547069498
CsWO3,1.28670793362,2.53205,2.53205,0.81755,0.94165,55,-1.99323998357819,-1.99323998357819,-0.284236097675595,3.77465536885224,1.74520963558832,1,5,1.40525,0.79075,1.33475,0.77745,74,-4.46415996322088,-4.46415996322088,-0.408239396770123,8.81585142720564,4.20380601521776
CsZnO3,0.49701056457,2.53205,2.53205,0.81755,0.94165,55,-1.99323998357819,-1.99323998357819,-0.284236097675595,3.77465536885224,1.74520963558832,1,5,1.10495,1.10495,1.05065,1.05065,30,-5.9780399507484,-0.698699994243583,1.59776491684157,9.94132284809543,5.7695438824685
CsZrO3,0.779915006766,2.53205,2.53205,0.81755,0.94165,55,-1.99323998357819,-1.99323998357819,-0.284236097675595,3.77465536885224,1.74520963558832,1,5,1.66825,0.84555,1.57665,0.82885,40,-3.45485997153626,-3.45485997153626,0.209905868274849,7.1079966614469,3.65895126486087
KAgO3,0.637545992389,2.21205,2.21205,0.57025,0.61165,19,-2.24266998152319,-2.24266998152319,-0.310374097444425,4.21621102526173,1.95291846390865,1,5,1.31705,1.31705,1.24305,1.24305,47,-4.3784899639267,-4.3784899639267,-1.18205659027474,7.87468273510161,3.34631307241344
KAlO3,0.814829128583,2.21205,2.21205,0.57025,0.61165,19,-2.24266998152319,-2.24266998152319,-0.310374097444425,4.21621102526173,1.95291846390865,1,5,1.10775,1.39955,1.05735,1.24815,13,-2.5456999790266,-2.5456999790266,0.341120609189343,5.7268123878179,3.03396649850362
KBiO3,0.403092760014,2.21205,2.21205,0.57025,0.61165,19,-2.24266998152319,-2.24266998152319,-0.310374097444425,4.21621102526173,1.95291846390865,1,5,0.98985,1.30035,0.98175,1.24685,83,-4.52188996274526,-4.52188996274526,-1.3873439885512,7.92763603471,3.2701460230794
KCdO3,0.493021145759,2.21205,2.21205,0.57025,0.61165,19,-2.24266998152319,-2.24266998152319,-0.310374097444425,4.21621102526173,1.95291846390865,1,5,1.23185,1.23185,1.17655,1.17655,48,-5.66952995329014,-0.80207999339186,1.4828730877692,9.3171386232756,5.4000058555224
KCoO3,0.967368698736,2.21205,2.21205,0.57025,0.61165,19,-2.24266998152319,-2.24266998152319,-0.310374097444425,4.21621102526173,1.95291846390865,1,5,1.29155,0.35895,1.19155,0.36135,27,-4.41284996364361,-4.41284996364361,-1.07005130118966,7.65850740690399,3.29422805285716
KCrO3,1.21511753284,2.21205,2.21205,0.57025,0.61165,19,-2.24266998152319,-2.24266998152319,-0.310374097444425,4.21621102526173,1.95291846390865,1,5,1.42455,0.43935,1.34675,0.44105,24,-4.42488996354442,-4.42488996354442,-0.503656315849902,7.30853834978004,3.40244101696507
KCuO3,0.766291069602,2.21205,2.21205,0.57025,0.61165,19,-2.24266998152319,-2.24266998152319,-0.310374097444425,4.21621102526173,1.95291846390865,1,5,1.19885,1.19885,1.12835,1.12835,29,-4.5753399623049,-4.5753399623049,-1.23469135982637,8.33297712134612,3.54914288075987
KFeO3,1.0848773855,2.21205,2.21205,0.57025,0.61165,19,-2.24266998152319,-2.24266998152319,-0.310374097444425,4.21621102526173,1.95291846390865,1,5,1.33295,0.38215,1.23965,0.38635,26,-4.40060996374446,-4.40060996374446,-0.997517531789624,7.47176953842758,3.23712600331898
KGaO3,0.714399392476,2.21205,2.21205,0.57025,0.61165,19,-2.24266998152319,-2.24266998152319,-0.310374097444425,4.21621102526173,1.95291846390865,1,5,1.00335,1.33975,0.97045,1.20865,31,-2.42898997998815,-2.42898997998815,0.450211216292945,5.67270237326794,3.06145679478044
KGeO3,0.958538373875,2.21205,2.21205,0.57025,0.61165,19,-2.24266998152319,-2.24266998152319,-0.310374097444425,4.21621102526173,1.95291846390865,1,5,0.92235,1.17105,0.90585,1.09295,32,-3.8244499684913,-3.8244499684913,-0.570452135301915,7.44894692860485,3.43924739665147
KMnO3,1.18938846712,2.21205,2.21205,0.57025,0.61165,19,-2.24266998152319,-2.24266998152319,-0.310374097444425,4.21621102526173,1.95291846390865,1,5,1.36815,0.40825,1.30255,0.40875,25,-4.37895996392283,-4.37895996392283,-0.575037685258773,7.39822451904905,3.41159341689514
KMoO3,1.27852607496,2.21205,2.21205,0.57025,0.61165,19,-2.24266998152319,-2.24266998152319,-0.310374097444425,4.21621102526173,1.95291846390865,1,5,1.53775,0.72745,1.46475,0.72195,42,-4.27918996474481,-4.27918996474481,-1.14474589052513,7.00728034230322,2.93126722588905
KNbO3,1.19227807221,2.21205,2.21205,0.57025,0.61165,19,-2.24266998152319,-2.24266998152319,-0.310374097444425,4.21621102526173,1.95291846390865,1,5,1.57595,0.77355,1.52635,0.77375,41,-4.58042996226296,-4.58042996226296,-0.660734894550011,7.16521534098014,3.25224022321507
KNiO3,0.844603747804,2.21205,2.21205,0.57025,0.61165,19,-2.24266998152319,-2.24266998152319,-0.310374097444425,4.21621102526173,1.95291846390865,1,5,1.25315,0.33775,1.14775,0.33945,28,-4.41903996359262,-4.41903996359262,-1.06489142121737,7.8785395951004,3.40682408694151
KPbO3,0.546122754659,2.21205,2.21205,0.57025,0.61165,19,-2.24266998152319,-2.24266998152319,-0.310374097444425,4.21621102526173,1.95291846390865,1,5,1.03965,1.40285,1.02775,1.32055,82,-3.38806997208652,-3.38806997208652,-0.461033296234442,6.57195824598203,3.05546247487379
KPdO3,0.621980618356,2.21205,2.21205,0.57025,0.61165,19,-2.24266998152319,-2.24266998152319,-0.310374097444425,4.21621102526173,1.95291846390865,1,5,1.40755,0.58065,1.27995,0.57415,46,-4.09639996625077,-3.37188997221983,-0.450016896319226,9.06265342535871,4.30631826451974
KPtO3,0.939682926046,2.21205,2.21205,0.57025,0.61165,19,-2.24266998152319,-2.24266998152319,-0.310374097444425,4.21621102526173,1.95291846390865,1,5,1.26865,0.67055,1.20435,0.66465,78,-5.44059995517624,-5.44059995517624,-2.19568358191321,9.35311962291117,3.57871802049898
KRhO3,1.04012874959,2.21205,2.21205,0.57025,0.61165,19,-2.24266998152319,-2.24266998152319,-0.310374097444425,4.21621102526173,1.95291846390865,1,5,1.44625,0.61295,1.32285,0.60445,45,-3.51704997102389,-3.51704997102389,-0.55007349551869,8.37916973092065,3.91454811770098
KRuO3,1.2136351084,2.21205,2.21205,0.57025,0.61165,19,-2.24266998152319,-2.24266998152319,-0.310374097444425,4.21621102526173,1.95291846390865,1,5,1.47565,0.64735,1.36995,0.63885,44,-3.62910997010066,-3.62910997010066,-0.925803392330116,7.67333103681727,3.37376382224358
KSbO3,0.922734868912,2.21205,2.21205,0.57025,0.61165,19,-2.24266998152319,-2.24266998152319,-0.310374097444425,4.21621102526173,1.95291846390865,1,5,1.00325,1.23855,0.98825,1.18075,51,-4.78668996056364,-4.78668996056364,-1.48174758781515,8.33749663130363,3.42787452174424
KSnO3,0.810106857261,2.21205,2.21205,0.57025,0.61165,19,-2.24266998152319,-2.24266998152319,-0.310374097444425,4.21621102526173,1.95291846390865,1,5,1.06585,1.35395,1.04465,1.27905,50,-3.60333997031297,-3.60333997031297,-0.624456994831229,6.87582904338559,3.12568602427718
KTaO3,1.26059303516,2.21205,2.21205,0.57025,0.61165,19,-2.24266998152319,-2.24266998152319,-0.310374097444425,4.21621102526173,1.95291846390865,1,5,1.46495,0.83725,1.37585,0.81235,73,-3.54071997082888,-3.54071997082888,0.286069997746992,7.763254136017,4.024662066882
KTcO3,1.28681605853,2.21205,2.21205,0.57025,0.61165,19,-2.24266998152319,-2.24266998152319,-0.310374097444425,4.21621102526173,1.95291846390865,1,5,1.50655,0.68555,1.40795,0.67865,43,-3.95103996744835,-3.95103996744835,-1.20091209010799,7.17916824087351,2.98912807538276
KTiO3,0.991615254838,2.21205,2.21205,0.57025,0.61165,19,-2.24266998152319,-2.24266998152319,-0.310374097444425,4.21621102526173,1.95291846390865,1,5,1.54605,0.51945,1.46925,0.51995,22,-4.13788996590894,-4.13788996590894,0.416301036565948,7.12072002133592,3.76851052895093
KVO3,1.18811696789,2.21205,2.21205,0.57025,0.61165,19,-2.24266998152319,-2.24266998152319,-0.310374097444425,4.21621102526173,1.95291846390865,1,5,1.47915,0.47555,1.40435,0.47775,23,-4.42466996354623,-4.42466996354623,-0.105595059134819,7.21880600052479,3.55660547069498
KWO3,1.37086082256,2.21205,2.21205,0.57025,0.61165,19,-2.24266998152319,-2.24266998152319,-0.310374097444425,4.21621102526173,1.95291846390865,1,5,1.40525,0.79075,1.33475,0.77745,74,-4.46415996322088,-4.46415996322088,-0.408239396770123,8.81585142720564,4.20380601521776
KZnO3,0.624375575435,2.21205,2.21205,0.57025,0.61165,19,-2.24266998152319,-2.24266998152319,-0.310374097444425,4.21621102526173,1.95291846390865,1,5,1.10495,1.10495,1.05065,1.05065,30,-5.9780399507484,-0.698699994243583,1.59776491684157,9.94132284809543,5.7695438824685
KZrO3,0.876360883648,2.21205,2.21205,0.57025,0.61165,19,-2.24266998152319,-2.24266998152319,-0.310374097444425,4.21621102526173,1.95291846390865,1,5,1.66825,0.84555,1.57665,0.82885,40,-3.45485997153626,-3.45485997153626,0.209905868274849,7.1079966614469,3.65895126486087
LaAgO3,1.02722553445,2.04665,1.19835,1.92845,1.15315,57,-2.48924997949168,-2.48924997949168,0.554872095546156,5.67874635326886,3.11680922440751,3,3,1.31705,1.31705,1.24305,1.24305,47,-4.3784899639267,-4.3784899639267,-1.18205659027474,7.87468273510161,3.34631307241344
LaAlO3,1.29887219559,2.04665,1.19835,1.92845,1.15315,57,-2.48924997949168,-2.48924997949168,0.554872095546156,5.67874635326886,3.11680922440751,3,3,1.10775,1.39955,1.05735,1.24815,13,-2.5456999790266,-2.5456999790266,0.341120609189343,5.7268123878179,3.03396649850362
LaBiO3,0.743437337946,2.04665,1.19835,1.92845,1.15315,57,-2.48924997949168,-2.48924997949168,0.554872095546156,5.67874635326886,3.11680922440751,3,3,0.98985,1.30035,0.98175,1.24685,83,-4.52188996274526,-4.52188996274526,-1.3873439885512,7.92763603471,3.2701460230794
LaCdO3,0.929621283197,2.04665,1.19835,1.92845,1.15315,57,-2.48924997949168,-2.48924997949168,0.554872095546156,5.67874635326886,3.11680922440751,3,3,1.23185,1.23185,1.17655,1.17655,48,-5.66952995329014,-0.80207999339186,1.4828730877692,9.3171386232756,5.4000058555224
LaCoO3,1.37410964246,2.04665,1.19835,1.92845,1.15315,57,-2.48924997949168,-2.48924997949168,0.554872095546156,5.67874635326886,3.11680922440751,3,3,1.29155,0.35895,1.19155,0.36135,27,-4.41284996364361,-4.41284996364361,-1.07005130118966,7.65850740690399,3.29422805285716
LaCrO3,1.39022949667,2.04665,1.19835,1.92845,1.15315,57,-2.48924997949168,-2.48924997949168,0.554872095546156,5.67874635326886,3.11680922440751,3,3,1.42455,0.43935,1.34675,0.44105,24,-4.42488996354442,-4.42488996354442,-0.503656315849902,7.30853834978004,3.40244101696507
LaCuO3,1.19779877364,2.04665,1.19835,1.92845,1.15315,57,-2.48924997949168,-2.48924997949168,0.554872095546156,5.67874635326886,3.11680922440751,3,3,1.19885,1.19885,1.12835,1.12835,29,-4.5753399623049,-4.5753399623049,-1.23469135982637,8.33297712134612,3.54914288075987
LaFeO3,1.39257547665,2.04665,1.19835,1.92845,1.15315,57,-2.48924997949168,-2.48924997949168,0.554872095546156,5.67874635326886,3.11680922440751,3,3,1.33295,0.38215,1.23965,0.38635,26,-4.40060996374446,-4.40060996374446,-0.997517531789624,7.47176953842758,3.23712600331898
LaGaO3,1.2142719801,2.04665,1.19835,1.92845,1.15315,57,-2.48924997949168,-2.48924997949168,0.554872095546156,5.67874635326886,3.11680922440751,3,3,1.00335,1.33975,0.97045,1.20865,31,-2.42898997998815,-2.42898997998815,0.450211216292945,5.67270237326794,3.06145679478044
LaGeO3,0.765386338646,2.04665,1.19835,1.92845,1.15315,57,-2.48924997949168,-2.48924997949168,0.554872095546156,5.67874635326886,3.11680922440751,3,3,0.92235,1.17105,0.90585,1.09295,32,-3.8244499684913,-3.8244499684913,-0.570452135301915,7.44894692860485,3.43924739665147
LaMnO3,1.405850625,2.04665,1.19835,1.92845,1.15315,57,-2.48924997949168,-2.48924997949168,0.554872095546156,5.67874635326886,3.11680922440751,3,3,1.36815,0.40825,1.30255,0.40875,25,-4.37895996392283,-4.37895996392283,-0.575037685258773,7.39822451904905,3.41159341689514
LaMoO3,1.32322990508,2.04665,1.19835,1.92845,1.15315,57,-2.48924997949168,-2.48924997949168,0.554872095546156,5.67874635326886,3.11680922440751,3,3,1.53775,0.72745,1.46475,0.72195,42,-4.27918996474481,-4.27918996474481,-1.14474589052513,7.00728034230322,2.93126722588905
LaNbO3,1.26005910441,2.04665,1.19835,1.92845,1.15315,57,-2.48924997949168,-2.48924997949168,0.554872095546156,5.67874635326886,3.11680922440751,3,3,1.57595,0.77355,1.52635,0.77375,41,-4.58042996226296,-4.58042996226296,-0.660734894550011,7.16521534098014,3.25224022321507
LaNiO3,1.30938381162,2.04665,1.19835,1.92845,1.15315,57,-2.48924997949168,-2.48924997949168,0.554872095546156,5.67874635326886,3.11680922440751,3,3,1.25315,0.33775,1.14775,0.33945,28,-4.41903996359262,-4.41903996359262,-1.06489142121737,7.8785395951004,3.40682408694151
LaPbO3,0.632874845189,2.04665,1.19835,1.92845,1.15315,57,-2.48924997949168,-2.48924997949168,0.554872095546156,5.67874635326886,3.11680922440751,3,3,1.03965,1.40285,1.02775,1.32055,82,-3.38806997208652,-3.38806997208652,-0.461033296234442,6.57195824598203,3.05546247487379
LaPdO3,1.17792753583,2.04665,1.19835,1.92845,1.15315,57,-2.48924997949168,-2.48924997949168,0.554872095546156,5.67874635326886,3.11680922440751,3,3,1.40755,0.58065,1.27995,0.57415,46,-4.09639996625077,-3.37188997221983,-0.450016896319226,9.06265342535871,4.30631826451974
LaPtO3,1.19801393255,2.04665,1.19835,1.92845,1.15315,57,-2.48924997949168,-2.48924997949168,0.554872095546156,5.67874635326886,3.11680922440751,3,3,1.26865,0.67055,1.20435,0.66465,78,-5.44059995517624,-5.44059995517624,-2.19568358191321,9.35311962291117,3.57871802049898
LaRhO3,1.29048409774,2.04665,1.19835,1.92845,1.15315,57,-2.48924997949168,-2.48924997949168,0.554872095546156,5.67874635326886,3.11680922440751,3,3,1.44625,0.61295,1.32285,0.60445,45,-3.51704997102389,-3.51704997102389,-0.55007349551869,8.37916973092065,3.91454811770098
LaRuO3,1.33727157782,2.04665,1.19835,1.92845,1.15315,57,-2.48924997949168,-2.48924997949168,0.554872095546156,5.67874635326886,3.11680922440751,3,3,1.47565,0.64735,1.36995,0.63885,44,-3.62910997010066,-3.62910997010066,-0.925803392330116,7.67333103681727,3.37376382224358
