material,lattice_constant,bulk_modulus,cohesive_energy,A_r_s,A_r_val,A_r_s_1,A_r_val_1,A_Z,A_eps_H,A_eps_L,A_EA,A_IP,A_EN,n_A,n_B,B_r_s,B_r_val,B_r_s_1,B_r_val_1,B_Z,B_eps_H,B_eps_L,B_EA,B_IP,B_EN
CaRuO3,3.85984055,1.26580427322,7.22155897979974,1.80005,1.80005,1.66375,1.66375,20,-3.71750996937235,-1.87193998457755,1.17546704031503,6.27484431830738,3.7251556793112,2,4,1.47565,0.64735,1.36995,0.63885,44,-3.62910997010066,-3.62910997010066,-0.925803392330116,7.67333103681727,3.37376382224358
CaSbO3,4.14267465,0.88598684081,6.27200912760163,1.80005,1.80005,1.66375,1.66375,20,-3.71750996937235,-1.87193998457755,1.17546704031503,6.27484431830738,3.7251556793112,2,4,1.00325,1.23855,0.98825,1.18075,51,-4.78668996056364,-4.78668996056364,-1.48174758781515,8.33749663130363,3.42787452174424
CaSnO3,4.02252941,1.00785587702,6.52545502200082,1.80005,1.80005,1.66375,1.66375,20,-3.71750996937235,-1.87193998457755,1.17546704031503,6.27484431830738,3.7251556793112,2,4,1.06585,1.35395,1.04465,1.27905,50,-3.60333997031297,-3.60333997031297,-0.624456994831229,6.87582904338559,3.12568602427718
CaTaO3,3.98315308,1.24901863948,8.47073037880182,1.80005,1.80005,1.66375,1.66375,20,-3.71750996937235,-1.87193998457755,1.17546704031503,6.27484431830738,3.7251556793112,2,4,1.46495,0.83725,1.37585,0.81235,73,-3.54071997082888,-3.54071997082888,0.286069997746992,7.763254136017,4.024662066882
CaTcO3,3.87556651,1.29984943576,7.84170386219921,1.80005,1.80005,1.66375,1.66375,20,-3.71750996937235,-1.87193998457755,1.17546704031503,6.27484431830738,3.7251556793112,2,4,1.50655,0.68555,1.40795,0.67865,43,-3.95103996744835,-3.95103996744835,-1.20091209010799,7.17916824087351,2.98912807538276
CaTiO3,3.8401374,1.19118034936,8.18163029421994,1.80005,1.80005,1.66375,1.66375,20,-3.71750996937235,-1.87193998457755,1.17546704031503,6.27484431830738,3.7251556793112,2,4,1.54605,0.51945,1.46925,0.51995,22,-4.13788996590894,-4.13788996590894,0.416301036565948,7.12072002133592,3.76851052895093
CaVO3,3.75513767,1.28637076406,8.16189661635945,1.80005,1.80005,1.66375,1.66375,20,-3.71750996937235,-1.87193998457755,1.17546704031503,6.27484431830738,3.7251556793112,2,4,1.47915,0.47555,1.40435,0.47775,23,-4.42466996354623,-4.42466996354623,-0.105595059134819,7.21880600052479,3.55660547069498
CaWO3,3.92225629,1.3468153377,8.37318399919604,1.80005,1.80005,1.66375,1.66375,20,-3.71750996937235,-1.87193998457755,1.17546704031503,6.27484431830738,3.7251556793112,2,4,1.40525,0.79075,1.33475,0.77745,74,-4.46415996322088,-4.46415996322088,-0.408239396770123,8.81585142720564,4.20380601521776
CaZnO3,3.81726728,0.800914135136,5.31315521418146,1.80005,1.80005,1.66375,1.66375,20,-3.71750996937235,-1.87193998457755,1.17546704031503,6.27484431830738,3.7251556793112,2,4,1.10495,1.10495,1.05065,1.05065,30,-5.9780399507484,-0.698699994243583,1.59776491684157,9.94132284809543,5.7695438824685
CaZrO3,4.09734805,1.04158467561,8.31179634360305,1.80005,1.80005,1.66375,1.66375,20,-3.71750996937235,-1.87193998457755,1.17546704031503,6.27484431830738,3.7251556793112,2,4,1.66825,0.84555,1.57665,0.82885,40,-3.45485997153626,-3.45485997153626,0.209905868274849,7.1079966614469,3.65895126486087
CeAgO3,4.01877093,1.03940603613,6.3228180906066,2.02455,0.38005,1.91885,0.38135,58,-2.45318997978877,-2.45318997978877,0.623611494833801,5.77251755234996,3.19806452359188,3,3,1.31705,1.31705,1.24305,1.24305,47,-4.3784899639267,-4.3784899639267,-1.18205659027474,7.87468273510161,3.34631307241344
CeAlO3,3.7419418,1.31061853958,8.35619066540203,2.02455,0.38005,1.91885,0.38135,58,-2.45318997978877,-2.45318997978877,0.623611494833801,5.77251755234996,3.19806452359188,3,3,1.10775,1.39955,1.05735,1.24815,13,-2.5456999790266,-2.5456999790266,0.341120609189343,5.7268123878179,3.03396649850362
CeBiO3,4.37480592,0.650326752636,6.60899674821121,2.02455,0.38005,1.91885,0.38135,58,-2.45318997978877,-2.45318997978877,0.623611494833801,5.77251755234996,3.19806452359188,3,3,0.98985,1.30035,0.98175,1.24685,83,-4.52188996274526,-4.52188996274526,-1.3873439885512,7.92763603471,3.2701460230794
CeCdO3,4.08880279,0.93764178087,6.09509002139967,2.02455,0.38005,1.91885,0.38135,58,-2.45318997978877,-2.45318997978877,0.623611494833801,5.77251755234996,3.19806452359188,3,3,1.23185,1.23185,1.17655,1.17655,48,-5.66952995329014,-0.80207999339186,1.4828730877692,9.3171386232756,5.4000058555224
CeCoO3,3.71866852,1.43360332865,8.11589067440218,2.02455,0.38005,1.91885,0.38135,58,-2.45318997978877,-2.45318997978877,0.623611494833801,5.77251755234996,3.19806452359188,3,3,1.29155,0.35895,1.19155,0.36135,27,-4.41284996364361,-4.41284996364361,-1.07005130118966,7.65850740690399,3.29422805285716
CeCrO3,3.75894513,1.44334821582,8.84610431360561,2.02455,0.38005,1.91885,0.38135,58,-2.45318997978877,-2.45318997978877,0.623611494833801,5.77251755234996,3.19806452359188,3,3,1.42455,0.43935,1.34675,0.44105,24,-4.42488996354442,-4.42488996354442,-0.503656315849902,7.30853834978004,3.40244101696507
CeCuO3,3.78000818,1.2722198488,7.15483235860302,2.02455,0.38005,1.91885,0.38135,58,-2.45318997978877,-2.45318997978877,0.623611494833801,5.77251755234996,3.19806452359188,3,3,1.19885,1.19885,1.12835,1.12835,29,-4.5753399623049,-4.5753399623049,-1.23469135982637,8.33297712134612,3.54914288075987
CeFeO3,3.71497119,1.46879547158,8.41590613399894,2.02455,0.38005,1.91885,0.38135,58,-2.45318997978877,-2.45318997978877,0.623611494833801,5.77251755234996,3.19806452359188,3,3,1.33295,0.38215,1.23965,0.38635,26,-4.40060996374446,-4.40060996374446,-0.997517531789624,7.47176953842758,3.23712600331898
CeGaO3,3.84077871,1.22784143833,7.49552013799985,2.02455,0.38005,1.91885,0.38135,58,-2.45318997978877,-2.45318997978877,0.623611494833801,5.77251755234996,3.19806452359188,3,3,1.00335,1.33975,0.97045,1.20865,31,-2.42898997998815,-2.42898997998815,0.450211216292945,5.67270237326794,3.06145679478044
CeGeO3,3.8975759,0.90294838288,7.39432230920502,2.02455,0.38005,1.91885,0.38135,58,-2.45318997978877,-2.45318997978877,0.623611494833801,5.77251755234996,3.19806452359188,3,3,0.92235,1.17105,0.90585,1.09295,32,-3.8244499684913,-3.8244499684913,-0.570452135301915,7.44894692860485,3.43924739665147
CeMnO3,3.73063935,1.4713249693,8.65356396800271,2.02455,0.38005,1.91885,0.38135,58,-2.45318997978877,-2.45318997978877,0.623611494833801,5.77251755234996,3.19806452359188,3,3,1.36815,0.40825,1.30255,0.40875,25,-4.37895996392283,-4.37895996392283,-0.575037685258773,7.39822451904905,3.41159341689514
CeMoO3,3.93694987,1.36216816506,8.97052374100313,2.02455,0.38005,1.91885,0.38135,58,-2.45318997978877,-2.45318997978877,0.623611494833801,5.77251755234996,3.19806452359188,3,3,1.53775,0.72745,1.46475,0.72195,42,-4.27918996474481,-4.27918996474481,-1.14474589052513,7.00728034230322,2.93126722588905
CeNbO3,3.99742203,1.27800540353,9.08339642820356,2.02455,0.38005,1.91885,0.38135,58,-2.45318997978877,-2.45318997978877,0.623611494833801,5.77251755234996,3.19806452359188,3,3,1.57595,0.77355,1.52635,0.77375,41,-4.58042996226296,-4.58042996226296,-0.660734894550011,7.16521534098014,3.25224022321507
CeNiO3,3.74201709,1.3581807938,7.7049566226051,2.02455,0.38005,1.91885,0.38135,58,-2.45318997978877,-2.45318997978877,0.623611494833801,5.77251755234996,3.19806452359188,3,3,1.25315,0.33775,1.14775,0.33945,28,-4.41903996359262,-4.41903996359262,-1.06489142121737,7.8785395951004,3.40682408694151
CePbO3,4.28377174,0.738236544857,6.52828802341537,2.02455,0.38005,1.91885,0.38135,58,-2.45318997978877,-2.45318997978877,0.623611494833801,5.77251755234996,3.19806452359188,3,3,1.03965,1.40285,1.02775,1.32055,82,-3.38806997208652,-3.38806997208652,-0.461033296234442,6.57195824598203,3.05546247487379
CePdO3,3.95199453,1.18387994204,6.86501822239661,2.02455,0.38005,1.91885,0.38135,58,-2.45318997978877,-2.45318997978877,0.623611494833801,5.77251755234996,3.19806452359188,3,3,1.40755,0.58065,1.27995,0.57415,46,-4.09639996625077,-3.37188997221983,-0.450016896319226,9.06265342535871,4.30631826451974
CePtO3,4.00589027,1.18194423071,7.17034963561164,2.02455,0.38005,1.91885,0.38135,58,-2.45318997978877,-2.45318997978877,0.623611494833801,5.77251755234996,3.19806452359188,3,3,1.26865,0.67055,1.20435,0.66465,78,-5.44059995517624,-5.44059995517624,-2.19568358191321,9.35311962291117,3.57871802049898
CeRhO3,3.90553509,1.28708075782,7.57018530819623,2.02455,0.38005,1.91885,0.38135,58,-2.45318997978877,-2.45318997978877,0.623611494833801,5.77251755234996,3.19806452359188,3,3,1.44625,0.61295,1.32285,0.60445,45,-3.51704997102389,-3.51704997102389,-0.55007349551869,8.37916973092065,3.91454811770098
CeRuO3,3.890856,1.37259999088,8.17282061440637,2.02455,0.38005,1.91885,0.38135,58,-2.45318997978877,-2.45318997978877,0.623611494833801,5.77251755234996,3.19806452359188,3,3,1.47565,0.64735,1.36995,0.63885,44,-3.62910997010066,-3.62910997010066,-0.925803392330116,7.67333103681727,3.37376382224358
CeSbO3,4.22697333,0.72119937594,6.8384014767973,2.02455,0.38005,1.91885,0.38135,58,-2.45318997978877,-2.45318997978877,0.623611494833801,5.77251755234996,3.19806452359188,3,3,1.00325,1.23855,0.98825,1.18075,51,-4.78668996056364,-4.78668996056364,-1.48174758781515,8.33749663130363,3.42787452174424
CeSnO3,4.12343529,0.878131393236,7.05873875700345,2.02455,0.38005,1.91885,0.38135,58,-2.45318997978877,-2.45318997978877,0.623611494833801,5.77251755234996,3.19806452359188,3,3,1.06585,1.35395,1.04465,1.27905,50,-3.60333997031297,-3.60333997031297,-0.624456994831229,6.87582904338559,3.12568602427718
CeTaO3,3.99469672,1.34454323101,9.09899515320722,2.02455,0.38005,1.91885,0.38135,58,-2.45318997978877,-2.45318997978877,0.623611494833801,5.77251755234996,3.19806452359188,3,3,1.46495,0.83725,1.37585,0.81235,73,-3.54071997082888,-3.54071997082888,0.286069997746992,7.763254136017,4.024662066882
CeTcO3,3.90556005,1.35462670543,8.64541813240212,2.02455,0.38005,1.91885,0.38135,58,-2.45318997978877,-2.45318997978877,0.623611494833801,5.77251755234996,3.19806452359188,3,3,1.50655,0.68555,1.40795,0.67865,43,-3.95103996744835,-3.95103996744835,-1.20091209010799,7.17916824087351,2.98912807538276
CeTiO3,3.87762526,1.26100517584,8.89885360300614,2.02455,0.38005,1.91885,0.38135,58,-2.45318997978877,-2.45318997978877,0.623611494833801,5.77251755234996,3.19806452359188,3,3,1.54605,0.51945,1.46925,0.51995,22,-4.13788996590894,-4.13788996590894,0.416301036565948,7.12072002133592,3.76851052895093
CeVO3,3.80113893,1.35827604825,8.96680997099902,2.02455,0.38005,1.91885,0.38135,58,-2.45318997978877,-2.45318997978877,0.623611494833801,5.77251755234996,3.19806452359188,3,3,1.47915,0.47555,1.40435,0.47775,23,-4.42466996354623,-4.42466996354623,-0.105595059134819,7.21880600052479,3.55660547069498
CeWO3,3.94470032,1.4185122873,8.99638018319092,2.02455,0.38005,1.91885,0.38135,58,-2.45318997978877,-2.45318997978877,0.623611494833801,5.77251755234996,3.19806452359188,3,3,1.40525,0.79075,1.33475,0.77745,74,-4.46415996322088,-4.46415996322088,-0.408239396770123,8.81585142720564,4.20380601521776
CeZnO3,3.83229972,1.16401531981,6.74399612880807,2.02455,0.38005,1.91885,0.38135,58,-2.45318997978877,-2.45318997978877,0.623611494833801,5.77251755234996,3.19806452359188,3,3,1.10495,1.10495,1.05065,1.05065,30,-5.9780399507484,-0.698699994243583,1.59776491684157,9.94132284809543,5.7695438824685
CeZrO3,4.10659164,1.10967476045,8.87030931399786,2.02455,0.38005,1.91885,0.38135,58,-2.45318997978877,-2.45318997978877,0.623611494833801,5.77251755234996,3.19806452359188,3,3,1.66825,0.84555,1.57665,0.82885,40,-3.45485997153626,-3.45485997153626,0.209905868274849,7.1079966614469,3.65895126486087
CsAgO3,4.14513606,0.60170951336,4.02011960679956,2.53205,2.53205,0.81755,0.94165,55,-1.99323998357819,-1.99323998357819,-0.284236097675595,3.77465536885224,1.74520963558832,1,5,1.31705,1.31705,1.24305,1.24305,47,-4.3784899639267,-4.3784899639267,-1.18205659027474,7.87468273510161,3.34631307241344
CsAlO3,3.92216111,0.701451238805,5.56513125260062,2.53205,2.53205,0.81755,0.94165,55,-1.99323998357819,-1.99323998357819,-0.284236097675595,3.77465536885224,1.74520963558832,1,5,1.10775,1.39955,1.05735,1.24815,13,-2.5456999790266,-2.5456999790266,0.341120609189343,5.7268123878179,3.03396649850362
CsBiO3,4.34297119,0.426501936869,5.20150057800056,2.53205,2.53205,0.81755,0.94165,55,-1.99323998357819,-1.99323998357819,-0.284236097675595,3.77465536885224,1.74520963558832,1,5,0.98985,1.30035,0.98175,1.24685,83,-4.52188996274526,-4.52188996274526,-1.3873439885512,7.92763603471,3.2701460230794
CsCdO3,4.29703288,0.373885013058,3.80576802220603,2.53205,2.53205,0.81755,0.94165,55,-1.99323998357819,-1.99323998357819,-0.284236097675595,3.77465536885224,1.74520963558832,1,5,1.23185,1.23185,1.17655,1.17655,48,-5.66952995329014,-0.80207999339186,1.4828730877692,9.3171386232756,5.4000058555224
CsCoO3,3.88327914,0.829271473019,5.43471887879859,2.53205,2.53205,0.81755,0.94165,55,-1.99323998357819,-1.99323998357819,-0.284236097675595,3.77465536885224,1.74520963558832,1,5,1.29155,0.35895,1.19155,0.36135,27,-4.41284996364361,-4.41284996364361,-1.07005130118966,7.65850740690399,3.29422805285716
CsCrO3,3.88896321,1.08162825807,6.69568270820091,2.53205,2.53205,0.81755,0.94165,55,-1.99323998357819,-1.99323998357819,-0.284236097675595,3.77465536885224,1.74520963558832,1,5,1.42455,0.43935,1.34675,0.44105,24,-4.42488996354442,-4.42488996354442,-0.503656315849902,7.30853834978004,3.40244101696507
CsCuO3,3.95421676,0.685267621889,4.36843705380161,2.53205,2.53205,0.81755,0.94165,55,-1.99323998357819,-1.99323998357819,-0.284236097675595,3.77465536885224,1.74520963558832,1,5,1.19885,1.19885,1.12835,1.12835,29,-4.5753399623049,-4.5753399623049,-1.23469135982637,8.33297712134612,3.54914288075987
CsFeO3,3.86757709,0.967311499995,5.87722391520074,2.53205,2.53205,0.81755,0.94165,55,-1.99323998357819,-1.99323998357819,-0.284236097675595,3.77465536885224,1.74520963558832,1,5,1.33295,0.38215,1.23965,0.38635,26,-4.40060996374446,-4.40060996374446,-0.997517531789624,7.47176953842758,3.23712600331898
CsGaO3,4.02979945,0.620347658125,4.8492198898035,2.53205,2.53205,0.81755,0.94165,55,-1.99323998357819,-1.99323998357819,-0.284236097675595,3.77465536885224,1.74520963558832,1,5,1.00335,1.33975,0.97045,1.20865,31,-2.42898997998815,-2.42898997998815,0.450211216292945,5.67270237326794,3.06145679478044
CsGeO3,3.96995856,0.764008117302,5.29456214339443,2.53205,2.53205,0.81755,0.94165,55,-1.99323998357819,-1.99323998357819,-0.284236097675595,3.77465536885224,1.74520963558832,1,5,0.92235,1.17105,0.90585,1.09295,32,-3.8244499684913,-3.8244499684913,-0.570452135301915,7.44894692860485,3.43924739665147
CsMnO3,3.87098893,1.05460276971,6.32148775959868,2.53205,2.53205,0.81755,0.94165,55,-1.99323998357819,-1.99323998357819,-0.284236097675595,3.77465536885224,1.74520963558832,1,5,1.36815,0.40825,1.30255,0.40875,25,-4.37895996392283,-4.37895996392283,-0.575037685258773,7.39822451904905,3.41159341689514
CsMoO3,4.02725616,1.19136185317,7.49305368079804,2.53205,2.53205,0.81755,0.94165,55,-1.99323998357819,-1.99323998357819,-0.284236097675595,3.77465536885224,1.74520963558832,1,5,1.53775,0.72745,1.46475,0.72195,42,-4.27918996474481,-4.27918996474481,-1.14474589052513,7.00728034230322,2.93126722588905
CsNbO3,4.09916988,1.13020255981,7.74041684959957,2.53205,2.53205,0.81755,0.94165,55,-1.99323998357819,-1.99323998357819,-0.284236097675595,3.77465536885224,1.74520963558832,1,5,1.57595,0.77355,1.52635,0.77375,41,-4.58042996226296,-4.58042996226296,-0.660734894550011,7.16521534098014,3.25224022321507
CsNiO3,3.89855687,0.833467481106,4.96809841700306,2.53205,2.53205,0.81755,0.94165,55,-1.99323998357819,-1.99323998357819,-0.284236097675595,3.77465536885224,1.74520963558832,1,5,1.25315,0.33775,1.14775,0.33945,28,-4.41903996359262,-4.41903996359262,-1.06489142121737,7.8785395951004,3.40682408694151
CsPbO3,4.38391386,0.496946559973,4.86083321881888,2.53205,2.53205,0.81755,0.94165,55,-1.99323998357819,-1.99323998357819,-0.284236097675595,3.77465536885224,1.74520963558832,1,5,1.03965,1.40285,1.02775,1.32055,82,-3.38806997208652,-3.38806997208652,-0.461033296234442,6.57195824598203,3.05546247487379
CsPdO3,4.07071255,0.780637260462,4.60115948939638,2.53205,2.53205,0.81755,0.94165,55,-1.99323998357819,-1.99323998357819,-0.284236097675595,3.77465536885224,1.74520963558832,1,5,1.40755,0.58065,1.27995,0.57415,46,-4.09639996625077,-3.37188997221983,-0.450016896319226,9.06265342535871,4.30631826451974
CsPtO3,4.08530933,0.932815652833,5.18075934400258,2.53205,2.53205,0.81755,0.94165,55,-1.99323998357819,-1.99323998357819,-0.284236097675595,3.77465536885224,1.74520963558832,1,5,1.26865,0.67055,1.20435,0.66465,78,-5.44059995517624,-5.44059995517624,-2.19568358191321,9.35311962291117,3.57871802049898
CsRhO3,4.01382204,0.847089446429,5.44568359980185,2.53205,2.53205,0.81755,0.94165,55,-1.99323998357819,-1.99323998357819,-0.284236097675595,3.77465536885224,1.74520963558832,1,5,1.44625,0.61295,1.32285,0.60445,45,-3.51704997102389,-3.51704997102389,-0.55007349551869,8.37916973092065,3.91454811770098
CsRuO3,3.99302665,1.09600461509,6.26637315839762,2.53205,2.53205,0.81755,0.94165,55,-1.99323998357819,-1.99323998357819,-0.284236097675595,3.77465536885224,1.74520963558832,1,5,1.47565,0.64735,1.36995,0.63885,44,-3.62910997010066,-3.62910997010066,-0.925803392330116,7.67333103681727,3.37376382224358
CsSbO3,4.14067257,0.796321786909,5.49962941319973,2.53205,2.53205,0.81755,0.94165,55,-1.99323998357819,-1.99323998357819,-0.284236097675595,3.77465536885224,1.74520963558832,1,5,1.00325,1.23855,0.98825,1.18075,51,-4.78668996056364,-4.78668996056364,-1.48174758781515,8.33749663130363,3.42787452174424
CsSnO3,4.20613716,0.678364081128,5.34445355600619,2.53205,2.53205,0.81755,0.94165,55,-1.99323998357819,-1.99323998357819,-0.284236097675595,3.77465536885224,1.74520963558832,1,5,1.06585,1.35395,1.04465,1.27905,50,-3.60333997031297,-3.60333997031297,-0.624456994831229,6.87582904338559,3.12568602427718
CsTaO3,4.09375885,1.19929789144,7.88846849659167,2.53205,2.53205,0.81755,0.94165,55,-1.99323998357819,-1.99323998357819,-0.284236097675595,3.77465536885224,1.74520963558832,1,5,1.46495,0.83725,1.37585,0.81235,73,-3.54071997082888,-3.54071997082888,0.286069997746992,7.763254136017,4.024662066882
CsTcO3,3.98869394,1.18308675435,6.99150285600044,2.53205,2.53205,0.81755,0.94165,55,-1.99323998357819,-1.99323998357819,-0.284236097675595,3.77465536885224,1.74520963558832,1,5,1.50655,0.68555,1.40795,0.67865,43,-3.95103996744835,-3.95103996744835,-1.20091209010799,7.17916824087351,2.98912807538276
CsTiO3,4.03106275,0.863897654642,6.82176057900142,2.53205,2.53205,0.81755,0.94165,55,-1.99323998357819,-1.99323998357819,-0.284236097675595,3.77465536885224,1.74520963558832,1,5,1.54605,0.51945,1.46925,0.51995,22,-4.13788996590894,-4.13788996590894,0.416301036565948,7.12072002133592,3.76851052895093
CsVO3,3.93960975,1.06292932437,6.94451202859927,2.53205,2.53205,0.81755,0.94165,55,-1.99323998357819,-1.99323998357819,-0.284236097675595,3.77465536885224,1.74520963558832,1,5,1.47915,0.47555,1.40435,0.47775,23,-4.42466996354623,-4.42466996354623,-0.105595059134819,7.21880600052479,3.55660547069498
CsWO3,4.02973543,1.28670793362,7.69205016260676,2.53205,2.53205,0.81755,0.94165,55,-1.99323998357819,-1.99323998357819,-0.284236097675595,3.77465536885224,1.74520963558832,1,5,1.40525,0.79075,1.33475,0.77745,74,-4.46415996322088,-4.46415996322088,-0.408239396770123,8.81585142720564,4.20380601521776
CsZnO3,4.04344871,0.49701056457,3.98425297420035,2.53205,2.53205,0.81755,0.94165,55,-1.99323998357819,-1.99323998357819,-0.284236097675595,3.77465536885224,1.74520963558832,1,5,1.10495,1.10495,1.05065,1.05065,30,-5.9780399507484,-0.698699994243583,1.59776491684157,9.94132284809543,5.7695438824685
CsZrO3,4.25660732,0.779915006766,7.23930931860232,2.53205,2.53205,0.81755,0.94165,55,-1.99323998357819,-1.99323998357819,-0.284236097675595,3.77465536885224,1.74520963558832,1,5,1.66825,0.84555,1.57665,0.82885,40,-3.45485997153626,-3.45485997153626,0.209905868274849,7.1079966614469,3.65895126486087
KAgO3,4.06120467,0.637545992389,4.12863571159833,2.21205,2.21205,0.57025,0.61165,19,-2.24266998152319,-2.24266998152319,-0.310374097444425,4.21621102526173,1.95291846390865,1,5,1.31705,1.31705,1.24305,1.24305,47,-4.3784899639267,-4.3784899639267,-1.18205659027474,7.87468273510161,3.34631307241344
KAlO3,3.80494363,0.814829128583,5.82838468197988,2.21205,2.21205,0.57025,0.61165,19,-2.24266998152319,-2.24266998152319,-0.310374097444425,4.21621102526173,1.95291846390865,1,5,1.10775,1.39955,1.05735,1.24815,13,-2.5456999790266,-2.5456999790266,0.341120609189343,5.7268123878179,3.03396649850362
KBiO3,4.21069274,0.403092760014,5.32734487402195,2.21205,2.21205,0.57025,0.61165,19,-2.24266998152319,-2.24266998152319,-0.310374097444425,4.21621102526173,1.95291846390865,1,5,0.98985,1.30035,0.98175,1.24685,83,-4.52188996274526,-4.52188996274526,-1.3873439885512,7.92763603471,3.2701460230794
KCdO3,4.17897747,0.493021145759,3.89265382740123,2.21205,2.21205,0.57025,0.61165,19,-2.24266998152319,-2.24266998152319,-0.310374097444425,4.21621102526173,1.95291846390865,1,5,1.23185,1.23185,1.17655,1.17655,48,-5.66952995329014,-0.80207999339186,1.4828730877692,9.3171386232756,5.4000058555224
KCoO3,3.743735,0.967368698736,5.66481102055986,2.21205,2.21205,0.57025,0.61165,19,-2.24266998152319,-2.24266998152319,-0.310374097444425,4.21621102526173,1.95291846390865,1,5,1.29155,0.35895,1.19155,0.36135,27,-4.41284996364361,-4.41284996364361,-1.07005130118966,7.65850740690399,3.29422805285716
KCrO3,3.72448876,1.21511753284,7.09013360514,2.21205,2.21205,0.57025,0.61165,19,-2.24266998152319,-2.24266998152319,-0.310374097444425,4.21621102526173,1.95291846390865,1,5,1.42455,0.43935,1.34675,0.44105,24,-4.42488996354442,-4.42488996354442,-0.503656315849902,7.30853834978004,3.40244101696507
KCuO3,3.83262143,0.766291069602,4.57966322441935,2.21205,2.21205,0.57025,0.61165,19,-2.24266998152319,-2.24266998152319,-0.310374097444425,4.21621102526173,1.95291846390865,1,5,1.19885,1.19885,1.12835,1.12835,29,-4.5753399623049,-4.5753399623049,-1.23469135982637,8.33297712134612,3.54914288075987
KFeO3,3.70939138,1.0848773855,6.19434062799992,2.21205,2.21205,0.57025,0.61165,19,-2.24266998152319,-2.24266998152319,-0.310374097444425,4.21621102526173,1.95291846390865,1,5,1.33295,0.38215,1.23965,0.38635,26,-4.40060996374446,-4.40060996374446,-0.997517531789624,7.47176953842758,3.23712600331898
KGaO3,3.92629868,0.714399392476,5.03617076061928,2.21205,2.21205,0.57025,0.61165,19,-2.24266998152319,-2.24266998152319,-0.310374097444425,4.21621102526173,1.95291846390865,1,5,1.00335,1.33975,0.97045,1.20865,31,-2.42898997998815,-2.42898997998815,0.450211216292945,5.67270237326794,3.06145679478044
KGeO3,3.81149531,0.958538373875,5.6609026442995,2.21205,2.21205,0.57025,0.61165,19,-2.24266998152319,-2.24266998152319,-0.310374097444425,4.21621102526173,1.95291846390865,1,5,0.92235,1.17105,0.90585,1.09295,32,-3.8244499684913,-3.8244499684913,-0.570452135301915,7.44894692860485,3.43924739665147
KMnO3,3.69946481,1.18938846712,6.69891487983914,2.21205,2.21205,0.57025,0.61165,19,-2.24266998152319,-2.24266998152319,-0.310374097444425,4.21621102526173,1.95291846390865,1,5,1.36815,0.40825,1.30255,0.40875,25,-4.37895996392283,-4.37895996392283,-0.575037685258773,7.39822451904905,3.41159341689514
KMoO3,3.90601061,1.27852607496,7.79997942619666,2.21205,2.21205,0.57025,0.61165,19,-2.24266998152319,-2.24266998152319,-0.310374097444425,4.21621102526173,1.95291846390865,1,5,1.53775,0.72745,1.46475,0.72195,42,-4.27918996474481,-4.27918996474481,-1.14474589052513,7.00728034230322,2.93126722588905
KNbO3,3.98553617,1.19227807221,8.01433740539942,2.21205,2.21205,0.57025,0.61165,19,-2.24266998152319,-2.24266998152319,-0.310374097444425,4.21621102526173,1.95291846390865,1,5,1.57595,0.77355,1.52635,0.77375,41,-4.58042996226296,-4.58042996226296,-0.660734894550011,7.16521534098014,3.25224022321507
KNiO3,3.78833286,0.844603747804,5.1468797776397,2.21205,2.21205,0.57025,0.61165,19,-2.24266998152319,-2.24266998152319,-0.310374097444425,4.21621102526173,1.95291846390865,1,5,1.25315,0.33775,1.14775,0.33945,28,-4.41903996359262,-4.41903996359262,-1.06489142121737,7.8785395951004,3.40682408694151
KPbO3,4.27870417,0.546122754659,4.95360460601223,2.21205,2.21205,0.57025,0.61165,19,-2.24266998152319,-2.24266998152319,-0.310374097444425,4.21621102526173,1.95291846390865,1,5,1.03965,1.40285,1.02775,1.32055,82,-3.38806997208652,-3.38806997208652,-0.461033296234442,6.57195824598203,3.05546247487379
KPdO3,3.96747389,0.621980618356,4.69444296479633,2.21205,2.21205,0.57025,0.61165,19,-2.24266998152319,-2.24266998152319,-0.310374097444425,4.21621102526173,1.95291846390865,1,5,1.40755,0.58065,1.27995,0.57415,46,-4.09639996625077,-3.37188997221983,-0.450016896319226,9.06265342535871,4.30631826451974
KPtO3,3.9684256,0.939682926046,5.31447914819873,2.21205,2.21205,0.57025,0.61165,19,-2.24266998152319,-2.24266998152319,-0.310374097444425,4.21621102526173,1.95291846390865,1,5,1.26865,0.67055,1.20435,0.66465,78,-5.44059995517624,-5.44059995517624,-2.19568358191321,9.35311962291117,3.57871802049898
KRhO3,3.88424665,1.04012874959,5.63379444019229,2.21205,2.21205,0.57025,0.61165,19,-2.24266998152319,-2.24266998152319,-0.310374097444425,4.21621102526173,1.95291846390865,1,5,1.44625,0.61295,1.32285,0.60445,45,-3.51704997102389,-3.51704997102389,-0.55007349551869,8.37916973092065,3.91454811770098
KRuO3,3.86690463,1.2136351084,6.53229893999815,2.21205,2.21205,0.57025,0.61165,19,-2.24266998152319,-2.24266998152319,-0.310374097444425,4.21621102526173,1.95291846390865,1,5,1.47565,0.64735,1.36995,0.63885,44,-3.62910997010066,-3.62910997010066,-0.925803392330116,7.67333103681727,3.37376382224358
KSbO3,3.98663774,0.922734868912,5.77768392280268,2.21205,2.21205,0.57025,0.61165,19,-2.24266998152319,-2.24266998152319,-0.310374097444425,4.21621102526173,1.95291846390865,1,5,1.00325,1.23855,0.98825,1.18075,51,-4.78668996056364,-4.78668996056364,-1.48174758781515,8.33749663130363,3.42787452174424
