material,lattice_constant,bulk_modulus,cohesive_energy,A_r_s,A_r_val,A_r_s_1,A_r_val_1,A_Z,A_eps_H,A_eps_L,A_EA,A_IP,A_EN,n_A,n_B,B_r_s,B_r_val,B_r_s_1,B_r_val_1,B_Z,B_eps_H,B_eps_L,B_EA,B_IP,B_EN
MgTcO3,3.84568161,1.33441328901,7.15895821400045,1.35335,1.35335,1.26925,1.26925,12,-4.6673199615471,-1.05446999131248,0.84802160901275,7.91356129780146,4.38079145340711,2,4,1.50655,0.68555,1.40795,0.67865,43,-3.95103996744835,-3.95103996744835,-1.20091209010799,7.17916824087351,2.98912807538276
MgTiO3,3.79996533,1.21363797744,7.51436165703999,1.35335,1.35335,1.26925,1.26925,12,-4.6673199615471,-1.05446999131248,0.84802160901275,7.91356129780146,4.38079145340711,2,4,1.54605,0.51945,1.46925,0.51995,22,-4.13788996590894,-4.13788996590894,0.416301036565948,7.12072002133592,3.76851052895093
MgVO3,3.71378369,1.30694887233,7.50407676024042,1.35335,1.35335,1.26925,1.26925,12,-4.6673199615471,-1.05446999131248,0.84802160901275,7.91356129780146,4.38079145340711,2,4,1.47915,0.47555,1.40435,0.47775,23,-4.42466996354623,-4.42466996354623,-0.105595059134819,7.21880600052479,3.55660547069498
MgWO3,3.90150318,1.38886584076,7.72326055459853,1.35335,1.35335,1.26925,1.26925,12,-4.6673199615471,-1.05446999131248,0.84802160901275,7.91356129780146,4.38079145340711,2,4,1.40525,0.79075,1.33475,0.77745,74,-4.46415996322088,-4.46415996322088,-0.408239396770123,8.81585142720564,4.20380601521776
MgZnO3,3.75898432,0.834063357061,4.66286571993987,1.35335,1.35335,1.26925,1.26925,12,-4.6673199615471,-1.05446999131248,0.84802160901275,7.91356129780146,4.38079145340711,2,4,1.10495,1.10495,1.05065,1.05065,30,-5.9780399507484,-0.698699994243583,1.59776491684157,9.94132284809543,5.7695438824685
MgZrO3,4.07201563,1.04933279375,7.59613169160148,1.35335,1.35335,1.26925,1.26925,12,-4.6673199615471,-1.05446999131248,0.84802160901275,7.91356129780146,4.38079145340711,2,4,1.66825,0.84555,1.57665,0.82885,40,-3.45485997153626,-3.45485997153626,0.209905868274849,7.1079966614469,3.65895126486087
NaAgO3,3.99834376,0.685706525127,4.10717845160107,1.77645,1.77645,0.32175,0.28665,11,-2.63177997831741,-2.63177997831741,-0.39573376473996,5.00911290573125,2.30668957049564,1,5,1.31705,1.31705,1.24305,1.24305,47,-4.3784899639267,-4.3784899639267,-1.18205659027474,7.87468273510161,3.34631307241344
NaAlO3,3.70841622,0.857687422448,5.92525420137936,1.77645,1.77645,0.32175,0.28665,11,-2.63177997831741,-2.63177997831741,-0.39573376473996,5.00911290573125,2.30668957049564,1,5,1.10775,1.39955,1.05735,1.24815,13,-2.5456999790266,-2.5456999790266,0.341120609189343,5.7268123878179,3.03396649850362
NaBiO3,4.15832055,0.719195545241,5.27582796680217,1.77645,1.77645,0.32175,0.28665,11,-2.63177997831741,-2.63177997831741,-0.39573376473996,5.00911290573125,2.30668957049564,1,5,0.98985,1.30035,0.98175,1.24685,83,-4.52188996274526,-4.52188996274526,-1.3873439885512,7.92763603471,3.2701460230794
NaCdO3,4.11465437,0.498801134221,3.84212203040079,1.77645,1.77645,0.32175,0.28665,11,-2.63177997831741,-2.63177997831741,-0.39573376473996,5.00911290573125,2.30668957049564,1,5,1.23185,1.23185,1.17655,1.17655,48,-5.66952995329014,-0.80207999339186,1.4828730877692,9.3171386232756,5.4000058555224
NaCoO3,3.65684695,0.967673850963,5.74902355528029,1.77645,1.77645,0.32175,0.28665,11,-2.63177997831741,-2.63177997831741,-0.39573376473996,5.00911290573125,2.30668957049564,1,5,1.29155,0.35895,1.19155,0.36135,27,-4.41284996364361,-4.41284996364361,-1.07005130118966,7.65850740690399,3.29422805285716
NaCrO3,3.6518279,1.27402438885,7.18104194867992,1.77645,1.77645,0.32175,0.28665,11,-2.63177997831741,-2.63177997831741,-0.39573376473996,5.00911290573125,2.30668957049564,1,5,1.42455,0.43935,1.34675,0.44105,24,-4.42488996354442,-4.42488996354442,-0.503656315849902,7.30853834978004,3.40244101696507
NaCuO3,3.73285814,0.819626733001,4.6532973423411,1.77645,1.77645,0.32175,0.28665,11,-2.63177997831741,-2.63177997831741,-0.39573376473996,5.00911290573125,2.30668957049564,1,5,1.19885,1.19885,1.12835,1.12835,29,-4.5753399623049,-4.5753399623049,-1.23469135982637,8.33297712134612,3.54914288075987
NaFeO3,3.62919146,1.16650614446,6.28922197898064,1.77645,1.77645,0.32175,0.28665,11,-2.63177997831741,-2.63177997831741,-0.39573376473996,5.00911290573125,2.30668957049564,1,5,1.33295,0.38215,1.23965,0.38635,26,-4.40060996374446,-4.40060996374446,-0.997517531789624,7.47176953842758,3.23712600331898
NaGaO3,3.84750275,0.777494351438,5.07060535006021,1.77645,1.77645,0.32175,0.28665,11,-2.63177997831741,-2.63177997831741,-0.39573376473996,5.00911290573125,2.30668957049564,1,5,1.00335,1.33975,0.97045,1.20865,31,-2.42898997998815,-2.42898997998815,0.450211216292945,5.67270237326794,3.06145679478044
NaGeO3,3.72628737,1.03923146528,5.75567694901983,1.77645,1.77645,0.32175,0.28665,11,-2.63177997831741,-2.63177997831741,-0.39573376473996,5.00911290573125,2.30668957049564,1,5,0.92235,1.17105,0.90585,1.09295,32,-3.8244499684913,-3.8244499684913,-0.570452135301915,7.44894692860485,3.43924739665147
NaMnO3,3.62160659,1.2572944265,6.80326339364037,1.77645,1.77645,0.32175,0.28665,11,-2.63177997831741,-2.63177997831741,-0.39573376473996,5.00911290573125,2.30668957049564,1,5,1.36815,0.40825,1.30255,0.40875,25,-4.37895996392283,-4.37895996392283,-0.575037685258773,7.39822451904905,3.41159341689514
NaMoO3,3.86167011,1.30739363103,7.81261866260029,1.77645,1.77645,0.32175,0.28665,11,-2.63177997831741,-2.63177997831741,-0.39573376473996,5.00911290573125,2.30668957049564,1,5,1.53775,0.72745,1.46475,0.72195,42,-4.27918996474481,-4.27918996474481,-1.14474589052513,7.00728034230322,2.93126722588905
NaNbO3,3.94328709,1.21498430892,8.01550032380037,1.77645,1.77645,0.32175,0.28665,11,-2.63177997831741,-2.63177997831741,-0.39573376473996,5.00911290573125,2.30668957049564,1,5,1.57595,0.77355,1.52635,0.77375,41,-4.58042996226296,-4.58042996226296,-0.660734894550011,7.16521534098014,3.25224022321507
NaNiO3,3.69932422,0.937927459525,5.23068525225972,1.77645,1.77645,0.32175,0.28665,11,-2.63177997831741,-2.63177997831741,-0.39573376473996,5.00911290573125,2.30668957049564,1,5,1.25315,0.33775,1.14775,0.33945,28,-4.41903996359262,-4.41903996359262,-1.06489142121737,7.8785395951004,3.40682408694151
NaPbO3,4.23377193,0.547980366859,4.88891783499566,1.77645,1.77645,0.32175,0.28665,11,-2.63177997831741,-2.63177997831741,-0.39573376473996,5.00911290573125,2.30668957049564,1,5,1.03965,1.40285,1.02775,1.32055,82,-3.38806997208652,-3.38806997208652,-0.461033296234442,6.57195824598203,3.05546247487379
NaPdO3,3.90842951,0.839157838368,4.68290160259639,1.77645,1.77645,0.32175,0.28665,11,-2.63177997831741,-2.63177997831741,-0.39573376473996,5.00911290573125,2.30668957049564,1,5,1.40755,0.58065,1.27995,0.57415,46,-4.09639996625077,-3.37188997221983,-0.450016896319226,9.06265342535871,4.30631826451974
NaPtO3,3.91249523,0.636010634346,5.289923989409,1.77645,1.77645,0.32175,0.28665,11,-2.63177997831741,-2.63177997831741,-0.39573376473996,5.00911290573125,2.30668957049564,1,5,1.26865,0.67055,1.20435,0.66465,78,-5.44059995517624,-5.44059995517624,-2.19568358191321,9.35311962291117,3.57871802049898
NaRhO3,3.8319673,1.08026602845,5.6373947021988,1.77645,1.77645,0.32175,0.28665,11,-2.63177997831741,-2.63177997831741,-0.39573376473996,5.00911290573125,2.30668957049564,1,5,1.44625,0.61295,1.32285,0.60445,45,-3.51704997102389,-3.51704997102389,-0.55007349551869,8.37916973092065,3.91454811770098
NaRuO3,3.81413432,0.991626889445,6.54374736900209,1.77645,1.77645,0.32175,0.28665,11,-2.63177997831741,-2.63177997831741,-0.39573376473996,5.00911290573125,2.30668957049564,1,5,1.47565,0.64735,1.36995,0.63885,44,-3.62910997010066,-3.62910997010066,-0.925803392330116,7.67333103681727,3.37376382224358
NaSbO3,3.93079904,0.99423012161,5.78837116660143,1.77645,1.77645,0.32175,0.28665,11,-2.63177997831741,-2.63177997831741,-0.39573376473996,5.00911290573125,2.30668957049564,1,5,1.00325,1.23855,0.98825,1.18075,51,-4.78668996056364,-4.78668996056364,-1.48174758781515,8.33749663130363,3.42787452174424
NaSnO3,4.04796418,0.841389349822,5.52130569480069,1.77645,1.77645,0.32175,0.28665,11,-2.63177997831741,-2.63177997831741,-0.39573376473996,5.00911290573125,2.30668957049564,1,5,1.06585,1.35395,1.04465,1.27905,50,-3.60333997031297,-3.60333997031297,-0.624456994831229,6.87582904338559,3.12568602427718
NaTaO3,3.94366551,1.28324900799,8.18300942579226,1.77645,1.77645,0.32175,0.28665,11,-2.63177997831741,-2.63177997831741,-0.39573376473996,5.00911290573125,2.30668957049564,1,5,1.46495,0.83725,1.37585,0.81235,73,-3.54071997082888,-3.54071997082888,0.286069997746992,7.763254136017,4.024662066882
NaTcO3,3.81223916,1.32554219735,7.33679111580132,1.77645,1.77645,0.32175,0.28665,11,-2.63177997831741,-2.63177997831741,-0.39573376473996,5.00911290573125,2.30668957049564,1,5,1.50655,0.68555,1.40795,0.67865,43,-3.95103996744835,-3.95103996744835,-1.20091209010799,7.17916824087351,2.98912807538276
NaTiO3,3.84537756,1.02082601457,7.15266227883985,1.77645,1.77645,0.32175,0.28665,11,-2.63177997831741,-2.63177997831741,-0.39573376473996,5.00911290573125,2.30668957049564,1,5,1.54605,0.51945,1.46925,0.51995,22,-4.13788996590894,-4.13788996590894,0.416301036565948,7.12072002133592,3.76851052895093
NaVO3,3.71039972,1.23566382429,7.41210261968008,1.77645,1.77645,0.32175,0.28665,11,-2.63177997831741,-2.63177997831741,-0.39573376473996,5.00911290573125,2.30668957049564,1,5,1.47915,0.47555,1.40435,0.47775,23,-4.42466996354623,-4.42466996354623,-0.105595059134819,7.21880600052479,3.55660547069498
NaWO3,3.87560235,1.39977499939,8.02207998839149,1.77645,1.77645,0.32175,0.28665,11,-2.63177997831741,-2.63177997831741,-0.39573376473996,5.00911290573125,2.30668957049564,1,5,1.40525,0.79075,1.33475,0.77745,74,-4.46415996322088,-4.46415996322088,-0.408239396770123,8.81585142720564,4.20380601521776
NaZnO3,3.82430258,0.662618207766,4.1827390564009,1.77645,1.77645,0.32175,0.28665,11,-2.63177997831741,-2.63177997831741,-0.39573376473996,5.00911290573125,2.30668957049564,1,5,1.10495,1.10495,1.05065,1.05065,30,-5.9780399507484,-0.698699994243583,1.59776491684157,9.94132284809543,5.7695438824685
NaZrO3,4.12758668,0.884234436378,7.35754710980109,1.77645,1.77645,0.32175,0.28665,11,-2.63177997831741,-2.63177997831741,-0.39573376473996,5.00911290573125,2.30668957049564,1,5,1.66825,0.84555,1.57665,0.82885,40,-3.45485997153626,-3.45485997153626,0.209905868274849,7.1079966614469,3.65895126486087
NdAgO3,3.99707138,1.0243481375,6.06583433579945,1.99605,0.35005,1.88335,0.35005,60,-1.79956998517379,-1.79956998517379,1.46370168797251,5.76250205253719,3.61310187025485,3,3,1.31705,1.31705,1.24305,1.24305,47,-4.3784899639267,-4.3784899639267,-1.18205659027474,7.87468273510161,3.34631307241344
NdAlO3,3.70861829,1.33266170513,8.17837830600729,1.99605,0.35005,1.88335,0.35005,60,-1.79956998517379,-1.79956998517379,1.46370168797251,5.76250205253719,3.61310187025485,3,3,1.10775,1.39955,1.05735,1.24815,13,-2.5456999790266,-2.5456999790266,0.341120609189343,5.7268123878179,3.03396649850362
NdBiO3,4.34236453,0.745431226214,6.46886864121479,1.99605,0.35005,1.88335,0.35005,60,-1.79956998517379,-1.79956998517379,1.46370168797251,5.76250205253719,3.61310187025485,3,3,0.98985,1.30035,0.98175,1.24685,83,-4.52188996274526,-4.52188996274526,-1.3873439885512,7.92763603471,3.2701460230794
NdCdO3,4.07184043,0.906344224412,5.82507312720118,1.99605,0.35005,1.88335,0.35005,60,-1.79956998517379,-1.79956998517379,1.46370168797251,5.76250205253719,3.61310187025485,3,3,1.23185,1.23185,1.17655,1.17655,48,-5.66952995329014,-0.80207999339186,1.4828730877692,9.3171386232756,5.4000058555224
NdCoO3,3.69408312,1.41662437623,7.86093740980577,1.99605,0.35005,1.88335,0.35005,60,-1.79956998517379,-1.79956998517379,1.46370168797251,5.76250205253719,3.61310187025485,3,3,1.29155,0.35895,1.19155,0.36135,27,-4.41284996364361,-4.41284996364361,-1.07005130118966,7.65850740690399,3.29422805285716
NdCrO3,3.73070413,1.4490032828,8.69154603180723,1.99605,0.35005,1.88335,0.35005,60,-1.79956998517379,-1.79956998517379,1.46370168797251,5.76250205253719,3.61310187025485,3,3,1.42455,0.43935,1.34675,0.44105,24,-4.42488996354442,-4.42488996354442,-0.503656315849902,7.30853834978004,3.40244101696507
NdCuO3,3.75639409,1.25279454101,6.87356501780741,1.99605,0.35005,1.88335,0.35005,60,-1.79956998517379,-1.79956998517379,1.46370168797251,5.76250205253719,3.61310187025485,3,3,1.19885,1.19885,1.12835,1.12835,29,-4.5753399623049,-4.5753399623049,-1.23469135982637,8.33297712134612,3.54914288075987
NdFeO3,3.68986735,1.46056363698,8.1896984730105,1.99605,0.35005,1.88335,0.35005,60,-1.79956998517379,-1.79956998517379,1.46370168797251,5.76250205253719,3.61310187025485,3,3,1.33295,0.38215,1.23965,0.38635,26,-4.40060996374446,-4.40060996374446,-0.997517531789624,7.47176953842758,3.23712600331898
NdGaO3,3.81495548,1.23462029706,7.28810221800086,1.99605,0.35005,1.88335,0.35005,60,-1.79956998517379,-1.79956998517379,1.46370168797251,5.76250205253719,3.61310187025485,3,3,1.00335,1.33975,0.97045,1.20865,31,-2.42898997998815,-2.42898997998815,0.450211216292945,5.67270237326794,3.06145679478044
NdGeO3,3.85909115,1.06740097077,7.29885198240372,1.99605,0.35005,1.88335,0.35005,60,-1.79956998517379,-1.79956998517379,1.46370168797251,5.76250205253719,3.61310187025485,3,3,0.92235,1.17105,0.90585,1.09295,32,-3.8244499684913,-3.8244499684913,-0.570452135301915,7.44894692860485,3.43924739665147
NdMnO3,3.70290054,1.4735109784,8.46817169940696,1.99605,0.35005,1.88335,0.35005,60,-1.79956998517379,-1.79956998517379,1.46370168797251,5.76250205253719,3.61310187025485,3,3,1.36815,0.40825,1.30255,0.40875,25,-4.37895996392283,-4.37895996392283,-0.575037685258773,7.39822451904905,3.41159341689514
NdMoO3,3.91925546,1.35471795965,8.84746680880198,1.99605,0.35005,1.88335,0.35005,60,-1.79956998517379,-1.79956998517379,1.46370168797251,5.76250205253719,3.61310187025485,3,3,1.53775,0.72745,1.46475,0.72195,42,-4.27918996474481,-4.27918996474481,-1.14474589052513,7.00728034230322,2.93126722588905
NdNbO3,3.98484341,1.26790228506,8.96206560420978,1.99605,0.35005,1.88335,0.35005,60,-1.79956998517379,-1.79956998517379,1.46370168797251,5.76250205253719,3.61310187025485,3,3,1.57595,0.77355,1.52635,0.77375,41,-4.58042996226296,-4.58042996226296,-0.660734894550011,7.16521534098014,3.25224022321507
NdNiO3,3.71682431,1.35541731261,7.45595492419961,1.99605,0.35005,1.88335,0.35005,60,-1.79956998517379,-1.79956998517379,1.46370168797251,5.76250205253719,3.61310187025485,3,3,1.25315,0.33775,1.14775,0.33945,28,-4.41903996359262,-4.41903996359262,-1.06489142121737,7.8785395951004,3.40682408694151
NdPbO3,4.26068849,0.813605125351,6.4030711594125,1.99605,0.35005,1.88335,0.35005,60,-1.79956998517379,-1.79956998517379,1.46370168797251,5.76250205253719,3.61310187025485,3,3,1.03965,1.40285,1.02775,1.32055,82,-3.38806997208652,-3.38806997208652,-0.461033296234442,6.57195824598203,3.05546247487379
NdPdO3,3.93292233,1.17398465275,6.62285080140864,1.99605,0.35005,1.88335,0.35005,60,-1.79956998517379,-1.79956998517379,1.46370168797251,5.76250205253719,3.61310187025485,3,3,1.40755,0.58065,1.27995,0.57415,46,-4.09639996625077,-3.37188997221983,-0.450016896319226,9.06265342535871,4.30631826451974
NdPtO3,3.98577383,1.15490626972,6.94829069442058,1.99605,0.35005,1.88335,0.35005,60,-1.79956998517379,-1.79956998517379,1.46370168797251,5.76250205253719,3.61310187025485,3,3,1.26865,0.67055,1.20435,0.66465,78,-5.44059995517624,-5.44059995517624,-2.19568358191321,9.35311962291117,3.57871802049898
NdRhO3,3.88629229,1.27618479502,7.33291224600107,1.99605,0.35005,1.88335,0.35005,60,-1.79956998517379,-1.79956998517379,1.46370168797251,5.76250205253719,3.61310187025485,3,3,1.44625,0.61295,1.32285,0.60445,45,-3.51704997102389,-3.51704997102389,-0.55007349551869,8.37916973092065,3.91454811770098
NdRuO3,3.87397738,1.34271570004,7.96392667160835,1.99605,0.35005,1.88335,0.35005,60,-1.79956998517379,-1.79956998517379,1.46370168797251,5.76250205253719,3.61310187025485,3,3,1.47565,0.64735,1.36995,0.63885,44,-3.62910997010066,-3.62910997010066,-0.925803392330116,7.67333103681727,3.37376382224358
NdSbO3,4.2024828,0.802105699875,6.72158332499967,1.99605,0.35005,1.88335,0.35005,60,-1.79956998517379,-1.79956998517379,1.46370168797251,5.76250205253719,3.61310187025485,3,3,1.00325,1.23855,0.98825,1.18075,51,-4.78668996056364,-4.78668996056364,-1.48174758781515,8.33749663130363,3.42787452174424
NdSnO3,4.10357194,0.864561306674,6.95727893620206,1.99605,0.35005,1.88335,0.35005,60,-1.79956998517379,-1.79956998517379,1.46370168797251,5.76250205253719,3.61310187025485,3,3,1.06585,1.35395,1.04465,1.27905,50,-3.60333997031297,-3.60333997031297,-0.624456994831229,6.87582904338559,3.12568602427718
NdTaO3,3.9820739,1.31853586329,8.98922975901223,1.99605,0.35005,1.88335,0.35005,60,-1.79956998517379,-1.79956998517379,1.46370168797251,5.76250205253719,3.61310187025485,3,3,1.46495,0.83725,1.37585,0.81235,73,-3.54071997082888,-3.54071997082888,0.286069997746992,7.763254136017,4.024662066882
NdTcO3,3.88536255,1.37978908573,8.48672642720921,1.99605,0.35005,1.88335,0.35005,60,-1.79956998517379,-1.79956998517379,1.46370168797251,5.76250205253719,3.61310187025485,3,3,1.50655,0.68555,1.40795,0.67865,43,-3.95103996744835,-3.95103996744835,-1.20091209010799,7.17916824087351,2.98912807538276
NdTiO3,3.85986992,1.26107412358,8.76496607440131,1.99605,0.35005,1.88335,0.35005,60,-1.79956998517379,-1.79956998517379,1.46370168797251,5.76250205253719,3.61310187025485,3,3,1.54605,0.51945,1.46925,0.51995,22,-4.13788996590894,-4.13788996590894,0.416301036565948,7.12072002133592,3.76851052895093
NdVO3,3.7778047,1.38256380686,8.81992820780433,1.99605,0.35005,1.88335,0.35005,60,-1.79956998517379,-1.79956998517379,1.46370168797251,5.76250205253719,3.61310187025485,3,3,1.47915,0.47555,1.40435,0.47775,23,-4.42466996354623,-4.42466996354623,-0.105595059134819,7.21880600052479,3.55660547069498
NdWO3,3.92818623,1.40141677093,8.89009923299018,1.99605,0.35005,1.88335,0.35005,60,-1.79956998517379,-1.79956998517379,1.46370168797251,5.76250205253719,3.61310187025485,3,3,1.40525,0.79075,1.33475,0.77745,74,-4.46415996322088,-4.46415996322088,-0.408239396770123,8.81585142720564,4.20380601521776
NdZnO3,3.80967072,1.14194926646,6.45264788140339,1.99605,0.35005,1.88335,0.35005,60,-1.79956998517379,-1.79956998517379,1.46370168797251,5.76250205253719,3.61310187025485,3,3,1.10495,1.10495,1.05065,1.05065,30,-5.9780399507484,-0.698699994243583,1.59776491684157,9.94132284809543,5.7695438824685
NdZrO3,4.09998769,1.09037810949,8.76486715140636,1.99605,0.35005,1.88335,0.35005,60,-1.79956998517379,-1.79956998517379,1.46370168797251,5.76250205253719,3.61310187025485,3,3,1.66825,0.84555,1.57665,0.82885,40,-3.45485997153626,-3.45485997153626,0.209905868274849,7.1079966614469,3.65895126486087
PmAgO3,3.99142434,1.01572158001,5.9403487841977,1.97445,0.33685,1.83505,0.33675,61,-1.87066998458801,-1.87066998458801,1.5406206873168,5.74228755277948,3.64145412004814,3,3,1.31705,1.31705,1.24305,1.24305,47,-4.3784899639267,-4.3784899639267,-1.18205659027474,7.87468273510161,3.34631307241344
PmAlO3,3.6986263,1.32888839445,8.06591975860465,1.97445,0.33685,1.83505,0.33675,61,-1.87066998458801,-1.87066998458801,1.5406206873168,5.74228755277948,3.64145412004814,3,3,1.10775,1.39955,1.05735,1.24815,13,-2.5456999790266,-2.5456999790266,0.341120609189343,5.7268123878179,3.03396649850362
PmBiO3,4.33289707,0.755234828277,6.38693461840448,1.97445,0.33685,1.83505,0.33675,61,-1.87066998458801,-1.87066998458801,1.5406206873168,5.74228755277948,3.64145412004814,3,3,0.98985,1.30035,0.98175,1.24685,83,-4.52188996274526,-4.52188996274526,-1.3873439885512,7.92763603471,3.2701460230794
PmCdO3,4.06683583,0.893086042812,5.69549963200407,1.97445,0.33685,1.83505,0.33675,61,-1.87066998458801,-1.87066998458801,1.5406206873168,5.74228755277948,3.64145412004814,3,3,1.23185,1.23185,1.17655,1.17655,48,-5.66952995329014,-0.80207999339186,1.4828730877692,9.3171386232756,5.4000058555224
PmCoO3,3.68766043,1.40073264187,7.72884529639705,1.97445,0.33685,1.83505,0.33675,61,-1.87066998458801,-1.87066998458801,1.5406206873168,5.74228755277948,3.64145412004814,3,3,1.29155,0.35895,1.19155,0.36135,27,-4.41284996364361,-4.41284996364361,-1.07005130118966,7.65850740690399,3.29422805285716
PmCrO3,3.72346359,1.44569264306,8.59165081419997,1.97445,0.33685,1.83505,0.33675,61,-1.87066998458801,-1.87066998458801,1.5406206873168,5.74228755277948,3.64145412004814,3,3,1.42455,0.43935,1.34675,0.44105,24,-4.42488996354442,-4.42488996354442,-0.503656315849902,7.30853834978004,3.40244101696507
PmCuO3,3.74981041,1.23928241429,6.73701542880444,1.97445,0.33685,1.83505,0.33675,61,-1.87066998458801,-1.87066998458801,1.5406206873168,5.74228755277948,3.64145412004814,3,3,1.19885,1.19885,1.12835,1.12835,29,-4.5753399623049,-4.5753399623049,-1.23469135982637,8.33297712134612,3.54914288075987
PmFeO3,3.6845022,1.44514952599,8.06349626639421,1.97445,0.33685,1.83505,0.33675,61,-1.87066998458801,-1.87066998458801,1.5406206873168,5.74228755277948,3.64145412004814,3,3,1.33295,0.38215,1.23965,0.38635,26,-4.40060996374446,-4.40060996374446,-0.997517531789624,7.47176953842758,3.23712600331898
PmGaO3,3.80804915,1.22627635601,7.16714065979904,1.97445,0.33685,1.83505,0.33675,61,-1.87066998458801,-1.87066998458801,1.5406206873168,5.74228755277948,3.64145412004814,3,3,1.00335,1.33975,0.97045,1.20865,31,-2.42898997998815,-2.42898997998815,0.450211216292945,5.67270237326794,3.06145679478044
PmGeO3,3.84613429,1.05594075676,7.22954848020308,1.97445,0.33685,1.83505,0.33675,61,-1.87066998458801,-1.87066998458801,1.5406206873168,5.74228755277948,3.64145412004814,3,3,0.92235,1.17105,0.90585,1.09295,32,-3.8244499684913,-3.8244499684913,-0.570452135301915,7.44894692860485,3.43924739665147
PmMnO3,3.69644895,1.46323861504,8.35460244299975,1.97445,0.33685,1.83505,0.33675,61,-1.87066998458801,-1.87066998458801,1.5406206873168,5.74228755277948,3.64145412004814,3,3,1.36815,0.40825,1.30255,0.40875,25,-4.37895996392283,-4.37895996392283,-0.575037685258773,7.39822451904905,3.41159341689514
PmMoO3,3.91413069,1.35003762108,8.76259176180465,1.97445,0.33685,1.83505,0.33675,61,-1.87066998458801,-1.87066998458801,1.5406206873168,5.74228755277948,3.64145412004814,3,3,1.53775,0.72745,1.46475,0.72195,42,-4.27918996474481,-4.27918996474481,-1.14474589052513,7.00728034230322,2.93126722588905
PmNbO3,3.98098138,1.26474733702,8.88256636300066,1.97445,0.33685,1.83505,0.33675,61,-1.87066998458801,-1.87066998458801,1.5406206873168,5.74228755277948,3.64145412004814,3,3,1.57595,0.77355,1.52635,0.77375,41,-4.58042996226296,-4.58042996226296,-0.660734894550011,7.16521534098014,3.25224022321507
PmNiO3,3.70965933,1.34849382363,7.32998579060368,1.97445,0.33685,1.83505,0.33675,61,-1.87066998458801,-1.87066998458801,1.5406206873168,5.74228755277948,3.64145412004814,3,3,1.25315,0.33775,1.14775,0.33945,28,-4.41903996359262,-4.41903996359262,-1.06489142121737,7.8785395951004,3.40682408694151
PmPbO3,4.25530189,0.794218179392,6.31966355120239,1.97445,0.33685,1.83505,0.33675,61,-1.87066998458801,-1.87066998458801,1.5406206873168,5.74228755277948,3.64145412004814,3,3,1.03965,1.40285,1.02775,1.32055,82,-3.38806997208652,-3.38806997208652,-0.461033296234442,6.57195824598203,3.05546247487379
PmPdO3,3.9281422,1.16231607869,6.49737374740362,1.97445,0.33685,1.83505,0.33675,61,-1.87066998458801,-1.87066998458801,1.5406206873168,5.74228755277948,3.64145412004814,3,3,1.40755,0.58065,1.27995,0.57415,46,-4.09639996625077,-3.37188997221983,-0.450016896319226,9.06265342535871,4.30631826451974
PmPtO3,3.97865648,1.12701892212,6.83165531799605,1.97445,0.33685,1.83505,0.33675,61,-1.87066998458801,-1.87066998458801,1.5406206873168,5.74228755277948,3.64145412004814,3,3,1.26865,0.67055,1.20435,0.66465,78,-5.44059995517624,-5.44059995517624,-2.19568358191321,9.35311962291117,3.57871802049898
PmRhO3,3.8816337,1.27090103542,7.21174292979122,1.97445,0.33685,1.83505,0.33675,61,-1.87066998458801,-1.87066998458801,1.5406206873168,5.74228755277948,3.64145412004814,3,3,1.44625,0.61295,1.32285,0.60445,45,-3.51704997102389,-3.51704997102389,-0.55007349551869,8.37916973092065,3.91454811770098
PmRuO3,3.87043239,1.32811980047,7.84896704299608,1.97445,0.33685,1.83505,0.33675,61,-1.87066998458801,-1.87066998458801,1.5406206873168,5.74228755277948,3.64145412004814,3,3,1.47565,0.64735,1.36995,0.63885,44,-3.62910997010066,-3.62910997010066,-0.925803392330116,7.67333103681727,3.37376382224358
PmSbO3,4.19222439,0.800387626383,6.64805263020389,1.97445,0.33685,1.83505,0.33675,61,-1.87066998458801,-1.87066998458801,1.5406206873168,5.74228755277948,3.64145412004814,3,3,1.00325,1.23855,0.98825,1.18075,51,-4.78668996056364,-4.78668996056364,-1.48174758781515,8.33749663130363,3.42787452174424
PmSnO3,4.09168075,0.853741937412,6.88922574360331,1.97445,0.33685,1.83505,0.33675,61,-1.87066998458801,-1.87066998458801,1.5406206873168,5.74228755277948,3.64145412004814,3,3,1.06585,1.35395,1.04465,1.27905,50,-3.60333997031297,-3.60333997031297,-0.624456994831229,6.87582904338559,3.12568602427718
PmTaO3,3.9790677,1.32285575108,8.91623048979964,1.97445,0.33685,1.83505,0.33675,61,-1.87066998458801,-1.87066998458801,1.5406206873168,5.74228755277948,3.64145412004814,3,3,1.46495,0.83725,1.37585,0.81235,73,-3.54071997082888,-3.54071997082888,0.286069997746992,7.763254136017,4.024662066882
PmTcO3,3.88117409,1.37090840817,8.38471258780046,1.97445,0.33685,1.83505,0.33675,61,-1.87066998458801,-1.87066998458801,1.5406206873168,5.74228755277948,3.64145412004814,3,3,1.50655,0.68555,1.40795,0.67865,43,-3.95103996744835,-3.95103996744835,-1.20091209010799,7.17916824087351,2.98912807538276
PmTiO3,3.85431429,1.26155811937,8.68023490000123,1.97445,0.33685,1.83505,0.33675,61,-1.87066998458801,-1.87066998458801,1.5406206873168,5.74228755277948,3.64145412004814,3,3,1.54605,0.51945,1.46925,0.51995,22,-4.13788996590894,-4.13788996590894,0.416301036565948,7.12072002133592,3.76851052895093
